index,prediction,text
17993,0,"The driverless cars aren't so driverless. The driverless car is suppose to allow you to not have to worry about driving but you must stay alert. Youre not just going to want to just sit there akwardly and do nothing while your car does all the work. Many people are going to think that this is a great idea till they start to understand the actually danger it puts you in. Driveless cars need to be put to a stop before many people become injured. This is a horrible idea. Why would someone start to put many lives in danger? All they are doing is basically saying you just have to sit there and let the car do the work. What happens to the people if they accidently fall asleep because they're not doing anything? They're going to die or get seriously hurt. Then the company is the people who are going to end up in a bunch of trouble because they are leading people to these when they're just hurting them. The driveless cars aren't so driveless. You have to be alert at all times because the car cant make it through a traffic jam or any other roadblocks. in conclusion, the driveless care wouldnt be a smart idea. It could end badly for both the person who buys it and the company who sold it. The driveless car seems to have more harm than good when you could easily just drive the car yourself. Driving the car yourself would lead to making this easiser onyourself. You dont have to worry about falling asleep by just sitting there. Driveless cars aren't so driveless!"
20207,0,Vote for me the other guy whats to take all your money no vote for me he fail english in high school thats al you hear when its voteing time. they put them all over like the malls sides of roads. Its all stupid they saying things to make eachother look bad but that the end of the day no one is perfect. So what he did in his passed and in high school is just pointless to bring up. As teens and kids we do stuoid stuff but we do grow up so why bring it back up to make you feel better about your self. this is what i really dont get we the people are suppost to vote to see who will be leading us for the next four years but we really are not. We all vote but then if the electoral college chocies some one else that who it is so what is the point in us votin. If even when we the people vote for this person and he wins with us and yall want the other guy he wins thats not fair to him or us. It should be popular votes take all. did you know that when you vote for your canidate you are actally voting for your candidates electors. Then our governor prepares a certificate of ascertainment they all so decllare the winning presidential candidate. I think its all just not worth it all that work for what if we could just vote on who we want and the person that gets the most votes wins. I dont understnd why this have to have all that other stuff that is not needed. They say the electoral college restpres some of the weight in the political balance. They have 538 electors whats the point if we the people could just vote why i really dont understand whats the need for them the person with most votes wins i dont see why all that other stuff is nesseasy. I know you people probley think im crazy but i dont care it just dont seem to me like there is apoint for all of that this is just how i see it in y point of veiw
1575,0,"There are many advantages of limiting your car usage and it too can help the Earth. Limiting car usage can be very helpful towards your health and your environment around you. Elisabeth Rosenthal, Robert duffer and Andrew selsky has all written down thier opnions down suggesting for more people to use bikes, buses or even walking to help people use less cars. Why, would anyone walk but have easier transport by driving a car? because by walking you being saving money and lowering down pollution that is in the air. In In German Suburb, Life goes on without cars written by Elisabeth Rosenthal; she is explaining how in Vauban,Germany is a ""car-free"" city and if you own a car owership you would have to pay a lot of money just for a space in your home for you car. Elisabeth has eclaimed that "" Car ownership is allowed, but there are only two places to park-large garages at the edge of the development, where a car-owner buys a space, for $40,000, along with a home"". This quote is showing how by owning your own car can cause too much money in a place that doen'st allow cars but when they do allow cars, you have to pay double of the price of a normal car. There is also something else that is interesing that Elisabeth has also stated: ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some car- intensive areas in the United States"". This quote is showing us that cars waste too much gas and it goes up into our greenhouse and it is destroying our planet. If the percent number keeps going up, our earth can be harmful. Also, by not using your car, it can lower down rush-hours and traffice. As stated in this quote by Andrew Selsky written in Car-free day is spinning into a big hit in bogota: "" Rush-hour restrictions have dramatically cut traffice; and new restaurants and upscale shopping districts have cropped up"". That is very good for the people because they would getting plenty of exerices while walking and they would not have to deal with beeping cars behind them or being stuck in the same place for couples of hours. If more people people come into walking or riding bikes to their homes,schools,or jobs; the bike places would get a lot of money for their bikes and that is good because the car dealership places would get less money and would close down. This quote from The end of car culture by Elisabeth Rosenthal reflects how the bike shops would get new priorities: ""New York's new bike-sharing program and its skyrocketing bridge and tunnel tolls reflect those new priorities, as do a proliferation of car-sharing programs across the nation"". This is showing how paying for a bike would benefit you and the planet by not buying a car that is polluting the air. Finally, Paris has been noticing smog going everywhere in france and needs to do something about it so they enforced a partial driving ban to clear up the air. As stated in this quote by Robert Duffer who has written Paris bans driving due to smog, ""Diesel fuel was blamed, since France has... [a] tax policy that favors diesel over gasoline"". This quote is explaining how using up too much gasoline can lead to serious problems like having heavy smog everywhere in the country. That only does France have heavy smog but Paris does have the most smog, other European countries as well as stated in this quote: ""Paris typically has more smog than other European capitals...[Last] week Paris had 147 micrograms of particulate matter (PM) per cubic metere compared with 144 in Brussels and 79.7 in London, Reuters found""(Duffer). Having so much smog that you aren't able to see toward can be very dangrous. In concluson, Being able to save your money, and help out the Earth can always be a good thing. Polluting the air can lead to many problems in the future and that could damage many lives and places. Always know how to respect your planet by always using less gas or no gas at all. Biking and walking can lead to a better future and it would turn out better than using a car."
24675,0,"When people ask for advice, there is a possibility that they will go to more than one person for advice. We all have given and gotten advice. Opinions have a big impact on people, with the advice given to us we can make the right choice. I think that people seek advice from multiple people because the person being asked could have experienced it already or the person asking doesn't know what to do in their situation so they ask multiple people so they can make the right choice. One reason I think people go seek advice from multiple people because the person being asked could have experienced it already. There are some people in this world that have done much experiencing in their lives. For example I like to have fun, be adventurous, and try new things but my sister is not like that. My sister likes to stay indoors and not do anything fun, so she hasn't really experienced much. Therefore, when it comes to asking for advice she goes to people that she knows has experienced things around that topic so she can make the best choice. I think people go seek advice from multiple people because the person being asked could have experienced it already. My last reason I think people go seek advice from multiple people because they might be stuck in a sticky situation and not know what's the best choice. Someone could have their own personal problem and need advice to make the best choice. If I was stuck in a situation like that I would've asked my friends, family, and acquaintances to give me advice and help me figure out the best choice. Depending on a persons problem or situation I would give them advice on how to make the best choice or how I made my choice if I went through the same thing. I think people go seek advice from multiple people because they might be stuck in a sticky situation and not know what's the best choice. In conclusion, I think that people seek advice from multiple people because the person being asked could have experienced it already or the person asking doesn't know what to do in their situation so they ask people so they can make the right choice. I think getting advice from people is pretty important. If I never asked for advice, I would be so lost in the world because I would be making both bad and good decisions. Everyone has there own advice and opinion so by getting only one persons advice you could make the wrong choice. I think that getting multiple opinions can help someone make a better choice."
9164,0,"How much value would come out of going to Venus? Scientists have tried many times to study Venus. Unfortunatley, they've always come out as failures. People could argue that the effort of studying Venus is useless and ineffective. However, scientists have little to no knowledge of how the planets in our solar system were made. Scientists could have more knowledge of Venus if they found a way to study the planet. The author of the article is right about the exploration of Venus being a worthy pursuit. The author of the article does mention how difficult it is to study Venus by bringing up the planet's harsh atmosphere in Paragraph 3. Which further proves his point how valuable it is to study Venus. He also points out that Venus may have been a lot like Earth a long time ago in Paragraph 4. This doesn't just further our understanding of Venus, but it may also give us more information about Earth as well. In Paragraph 5, the author mentions NASA's plans on how to study Venus. He does mention that those plans may have challenges fo their own in Paragraph 6. The author pushes to try those plans out in a realistic manner. The author being realistic with the reader, makes the reader want agree with him more. The author backs up his suggestion with great evidence, but does it in a realistic way. He realizes how dangerous it is to study, but pushes for it by bringing up how little we know about Venus. The author's suggestion is correct and scientists need to find a way to study Venus."
21974,0,"Dear Principle, I think we should have cell phones in school all time but have to be put on silent and in your pocket. It would be nice to use phones during lunch time and free time. But the phones to have to be turned off during the day because we could just put them on silent and know one would if you have it on or not. What's it going to hurt if you have it on silent or if you could use it when the teacher is not giving incrustation to the class. Because cell is another way to communicate with you friends instead for calling them you could just text them. Also at lunch you could just text your friends with out going over to them and talking it's much easy to do that. If the teachers don't let you have your phone in class that's dumb because people love there cell phones and use them all the time and teachers take them away because your not supposed to have them out but if you could have them when she/he is not talking or doing a lesson so we should be allowed to use them in those reasons and if them give homework do the homework first and then use your phone as long as you have permission to use them. So really both of them are not the greatest policy's in the world I don't agree with either one of the policy's I agree with the one I just wrote, just not having phones in school is dumb and only having them your at lunch and other free time that's boring. Come on if the teachers have them out why cant we? Are there just better than us and can do what they want. So for that i think we have them out when teachers and not giving incrustations or giving out homework thank you for taking the time to read this Sincerely, STUDENT_NAME"
21138,0,dear TEACHER_NAME i think the you should let students use their cell phones during free times like lunch time and in class when their teacher give them free time in class or during the morning because i think it's not fair because only teacher can use their phones and not us because what if we get an emergency call like the teacher and we have to go home because that's what the teachers do when they get and emergency call they get sub and go home what if something like that happens to us what if someone has and a emergency like get hurt in p-e time or something else because that's why we get phones for an emergency so that's why i believe is better to let student's use their cell phones on free time or lunch time or an emergency call because something might happen on time or they want to talk to their friends on my space or internet to talk to their cousins or family or want to call their family to know what are they doing or if they are ok or if they need enything or if their parents are going to pick them up after school or have an appointment with the doctor and i think their phones need to turn off when they need to when the teacher tells them to turn them off because other students are going to get distracted and might not pay attention on what there doing and they are not are going to do
20832,0,"Dear TEACHER_NAME, I believe that if you decide to change our school's cell phone policy, then you should choose to allow students to have phones at school but only use them outside of class. I think that not allowing students to have their phones at all is an awful idea. We need phones at school in case something goes wrong. What if I get hurt in an area of the building where nobody is? I need a way to contact someone to let them know where I am and what has happened so I can get help. Also, having a phone at school is necessary because my parents might try to contact me and tell me something important such as schedule changes, family emergencies, and so on. If I do not have a phone, then I cannot know something that is very important until it might be too late. I know that you think students will use their phones in class when they should be learning and paying attention to the teacher. All you need to solve this problem are stricter teachers who will not allow this to happen and will catch it if it does, and your students to have a sense of honor. Most of us know what the right thing to do is, we just do not always do it because of peer pressure, desire for popularity, a good laugh, etc. We have enough time to use our phones when it is allowed, so why would we need to risk getting in trouble when we could just wait until class is over? I believe that if you give us the privilege to have our cell phones with us at school, we will obey your guidelines very strictly and will not let you down. Sincerely, STUDENT_NAME"
7147,0,"Have you ever done an extracurricular activity? Did you like it? My principal has decided that everyone must take part in an extracurricular activity. I disagree with his decision because some students may not have time, no one to take them, or not enough money. Students may not have enough time to do everything they need to do and go somewhere. Sometimes they have to finish their studying, homework, and go to a game or practice. They could also have a job or have to help out on a farm. For example, I had so much homework and studying to do, but I could not get it all done and go to practice. As a result I stayed home and did my homework and studying instead of going to practice. Because I did not have enough time, I could not do an extracurricular activity. Some students do not have someone to take them to games and practices. Their parents may not be able to take them because they work late or they have to go somewhere after work. One time my mom had to work late but, I also had cheer practice. Because I had no one to take me to practice, I had to stay home and miss a practice. Some times students can not participate because their families do not have enough money. Their parents need money so they can take them to and from places; also, they have to pay to get in games and for insurance. One time I wanted to do dance, but I could not do it because we did not have enough money. Because we did not have enough money to pay for it, I was not able to do an extracurricular activity. My principal recently decided that every student must do an activity. I do not agree with this because students may not have time, no one to take them, or enough money. I think his decision is not completely thought out."
15336,0,"Dear, principal I was just reading your paper on how students have to have a B average to play sports and be in activities around school. I understand how you want your students to be smart and to participate in school activities and i some what agree with you. If you want the sports players to have good grades then you should set up, a study hall type thing for the sports players so that they could work their way up to good grades and even for regular students, but if u just have people that have good grades chances are that you won't have a very good sports team in any sport, unless you get lucky and get someone with good grades that is a athlete. Also, i agree with the one where you have to have a B average to participate in the activities only if you have good grades, because a lot of kids would start doing better if they got a reward every week that they turned in their work and had straight A' s or B' s. I, also believe that everyone in the world should do their work and get straight B' s or even straight A' s, because it not hard as long as you apply yourself to get good grades. Sincerely, A Student from School P.S You should set up a activity for the student that do good."
13680,0,"Dear TEACHER_NAME, I think community service is a very good thing to do whether your in school or not. But I really think that community service should only be for students that want to help out. Others may not want to help at all. But that's not on the teacher or principal to tell you to do community service because as a student you have the right to voice your opinion on what you want or don't want to do. So its really up to you to do the right thing. if you may not want to then fine its a choice not a demand. Other examples are like if you do community service you get extra points on your report cards. Or on grades. There many ways to do community service but the topic of choice I choose is on school. This is how i feel about community service and how it should be handled"
14424,0,Community Service Dear Principal I am requesting that all the kids in the school should only do community service if optional. I am requesting this because not all kids want to help others or they are too busy to do anything else in there schedule. The kids in the school shouldn't be forced to do something they don't want to do. However if community service is something a kid wants to do it should be their own choice to decide. I believe that community service should be optional because some kids are lazy or they just don't have a lot of time. The kids who are lazy and don't want too do community service are usually at home doing homework or hanging out friends. They believe that helping others is not something that they want to do. A lot of these kids probably don't want to help out other people because they are not getting paid. A lot of kids these days only help out others or there parents because of a salary or allowance. The kids who are too busy on the other hand have no time to do community service. These kids focus on certain actives that take up there entire day. Some activities can be playing a instrument or having gymnastics or dance lessons. These kids focus and devote a lot of time to these activities because they want it to be their career when they grow up. The kids who want to become musicians probably would want to get into a music school such as LaGuardia or Juliard to further there musical career. Anyways Mr. Principal I believe that if a kid wants to do community service they can do a lot of things. They can help clean up wildlife or plant more trees which is good for the environment. They can also work in nursery homes or help out fellow teachers at there school. When someone wants to do community service they can do a lot of things. It can be simple things like helping out neighbor which brings joy to the person. Mr. Principal I believe that Community service should be optional not mandatory. People have different reasons not to help out others. Some may be just lazy or some don't have time. Anyways Mr. Principal I hope you can take my suggestions into consideration and not make Community service mandatory.
