index,prediction,text
9680,0,"Nowadasys the rythm of life is becoming more and more frantic, and this is quite evident and clear to all of us. Anyway I`m not of the opinion that today we are losing values and dedicating our time to unuseful or trivial things. I strongly desagree with the statement proposed and defenitely don`t want to believe that young people don`t spend time helping the community they live in. 

First of all, I want to notice that the chances, offered by society, to join voluntary activities and projects, are much more publicized today than before. Thanks to technological progresses, our wide and fast way of communication make it easier to know the great variety of opportunity for helping someone and somewhere that everyday comes out: from workcamps to sport events, from working with children to bringing help to old people who live alone, and so on.   
The environment a young volunteer can find himself in, is never the same so he/she doesn`t get bored. 

Moreover, the several opportunities are available for all the ages, there are not volunteers too young or to old, just volunteers that want to get on their bike and work a bit for the others.     

I had a personal experience that gave me an important teaching and that I hope my children will desire to do too. Last year I joined a group of 23 international volunteers in Kenya and the aim of the project was to build a road (or may I should say a way) in the middle of a forest to make children able to go to school. It has been an experience unforgettable from many points of view: we were helping that african community and they were very kind with us, we lived in strict contact, so I got the chance to know a different culture in a deep way.

Concluding, I believe that today young people have in mind that every opportunity to help the community and to join a voluntary project, can be an extremely significant tool to mature and also a cultural exchange as much important as unexpected."
6970,0,"Yes i do agree with the statement Most adverstisement make product seem much better than they really are because without having advertisement how can we know about the product. For example take product like oats which is used as food item we can have with hot water and mixing milk and sugar, it can be shown as a TV add by playing a role by reputated person like sports , film actor and like model. play must be for 30 secs only in that we must show all types things like what oats contains and how it is usefull for daily used people by prefoming and add with in 30 sec showing the embalem of the product. The advertisement should be shown globally to people . 

                     Giving advertisement for a product it gives complete picture or use of the product which should be seen by people. Product should have import and export value by their demand.
The product should gain the demand by showing proper advertisements. People should have proper idea on the product they should believe it by seeing proper advertisement. Means advertisement should impress the demanders. Advertisements should be shown globally , there we can find the demand.


Advertisements should have proper theam which impress consumer and they should attract by seeing that,There are many ways to sell the product by giving attractive gifts on using advertisements,  showing that if product is buyed you can have gift coupons of worth of x/ Rs. The whole advertisement should take abcitvate and should gain more demand. 

Advertisements plays an major role to sell a product. because product should show in real and caption shown below with small letter that indicates these play is performed by experts so please u do not follow the same, Means it  incdicates true but not real.

One good examples is that cigar sellings are shown on TV advertisements but on packets it will retuen SMOKING IS INJURIOUS TO HEALTH. The best example for  advertisements make products seem much better than they really are."
8963,0,"I totally disagree with this opinion. To me, the best way to travel is to visit a country alone, or in a reasonably small group of friends. When I travel around, I want to discover the real nature of the countries I visit and I want to decide alone the things I want to see, and these things are not possible in a guided tour.

Guided tours are maybe an optimal solution for old people who are not totally independant, for people who are afraid of the fence that foreign languages can create, or for people who don't want to spend much time abroad. But this option is definetely not an option for me.

Guided tours sell you organised, prepared, ""pre-chewed"" travels. They make you run from one hotel to a point of interest, from one restaurant to a pseudo ""traditional"" show. You can visit France in 2 days, Europe in a week, and have a picture of you in front of all the musts you ""have to see"". I want to have time to feel the atmosphere of a country I visit. I want to explore the hidden regions, to go out of the the beaten tracks.

When you travel in a group, it is impossible to meet local people. You stay with your conspecifics because it is easier, certainly more confortable. Traveling alone force you to exchange with the local population, to speak the local language, to share the local culture. And to me, this is the most interesting part of the travel.

Guides in a guided tou are generally professionnal multilingual guides who are hired by the travel agency. They come from the same country and have only a specific knowledge of the country you visit. Best guides are local people who can present you the really traditional aspects of their regions."
9540,0,"During the education, the studies and even when deciding for a job, people are often put in front of an important question: Is it better to get very deep into one specific subject or to keep a more broad mind. There are several arguments supporting both sides.
On the one hand, the amount of knowledge and information is getting always bigger nowadays because of the internet and the globalisation. So if you want to work on a special topic and produce or design products or even develope new technologies, it is very important to really understand this topic. And because of the enormous amount of information mentioned before, one has to specialize in this single subject.
On the other hand most inventions and developments made today, are just a part of a bigger system. So after inventing and producing very special elements, there have to be people who do not  neccesarily understand every detail of this element, but who know how to put them together to one big and working system. They have to keep all aspects in mind and they also must know where to look if something does not work. Very specialized peole would have no chance here, because they only understand their own component. So broad minded people are needed.
Another point is that people speciaized in one single subject often have very big problems when communicating with other people specialized in a different subject, because they know nothing about it. Here broad minded people are very helpful to connect members of different subjects because they have enough knowledge in both areas.
Finally one also has to see the situation out of a very pragmatic point of view. If you have to leave the company you are working in because it goes bankrupt or whatever, you will have to look for a new job and of course the chances to get employed in a new company is much bigger if you can work in a broad field, than if you only can do one specific work.
Taking everything into consideration, I have to say that nowadays, specialists are very important in our society. But people with a broad knowledge of different acadenic subject are definetly needed and at least as important as specialists."
9235,0,"In my opinion, there are both, advantages and disadvantages about trying new things and taking risks. 
Some people might feel relunctant to change methods of a successful company, others might feel more open about it. I used to be the person who does not take a lot of risk in the past, but recently my attitude has changed. I think that being successful in life, just can be achieved by trying new things and taking risks. For example, a member of a football team. If he just reacts and plays safely meaning making no faults, he cannot get a better soccer player. He just stays at his level, but does not become a professional player one day. A soccer player who wants to achieve someting, has to take risk. This risks can be changing the soccer team where he has stayed for five years to a successul, better team where he does not know the members, the coach or the surrounding of this team. 
Taking risks and trying new things can also have some negative aspects.
If you take risks, there will always be the opportunity to make it wrong, to loose something. But if you do not make faults, you won't learn about things and decisions you made.
An example for a sport where you cannot take any risks is the formula one. The race drivers cannot take risks, because every fault can cause death for them. So, the level of taking risk for car pilots in the formula one, is very low. They have to drive successful, meaning driving fast, but it is very important for them and their team to drive safely.
To sum it all up and to summarize my opinion about the statement ""Successful people try new things and take risks rather than onlz doing what they already know how to do well"", i would say that successful people have to take risks, but there are some situations or some jobs where zou have to do what zou have learned."
3603,0,"I agree with the statement. I personally strongly believe that as an student, to understand ideas and concepts in any subject is very important. There are several reasons of why I support the statement based on my personal experiences. 
	First, to understand ideas and concepts require certain level of reading comprehension skills so that students can fully acquire the essense of the facts or the contexts that they are trying to understand. In other words, students are not just understanding the concepts, but gaining and improving the reading skills to interprete what is written and said in their textbooks. Secondly, by fully understanding the contexts of the facts, students can translate what they have learned and share with others, which enable them to discuss their own ideas and opinions. I think this is a very important excercise as students bacause by doing that, students can learn how to express their level of understanding as well as to have the oppoutunity to hear about others' opinoins on the same subject, which also enebles them to look at things differently if others opinions are different from their own. Thirdly, just learning facts might end up making student to memorize the facts and end up forgetting everything as time goes by especially if the contexts are not interesting to students. Growing up in Japan, where style of education tends to focus largely on memorizing, I know how dangerous it could be. In Japan, even in the subject of mathematics, which is require high level of understanding the concepts and logics behind the equations that are often used in solving problems, students are told and encouraged to remember facts (in this case, many complicated equations). Just memorizing the facts and not fully understanding the ideas behind them, those facts cannot be stayed in the students ""brain"" not even as information, but disappear soon later on. 
	Having lisiting those reasons, I strognly believe that it is important for students to understand ideas and concepts about whatever they learn in schools. In addition, to make them realize what they have leared, it is ideal to have the opportunities to share their thoughts. By doing those activities, their knowledge will not disappear as ""memorized"" facts will do."
5834,0,"Advertisement is the most important item and vehicle of the marketing. Therefore the producers desire to have the most attractive one for their products. However this can cause some misunderstandings for the consumers since most of the advertisements show products better than. This essay will state the cheating way of the advertisement and try to find a solution against it.

It is obvious that , most of the people have faced a problem with one of the producs they purchased, since the advertisements only focus on the positive ways of the product. None of the advertisements states the negative approaches of the products that they try to market. Moreover, owing to the competition, the producers try to not announce the all instructions of the product througth the advertisements since a well informed consumer may change her mind and buy an another one. In addition, due to the improvements in computer technology consumers are being attracted by the visional effects by the sector, hence they assume that the product is suitable for them or the product is as good as the advertisement.

In conclusion, most advertisements take an unfair position in favor of the product. Although the advertisement sector should be improved, this does not mean to have a right to breach the rights of the consumers and the other producers that try to compete in the market. Because of this situation the competition and consumer boards of thw countries have to control the advertisements and the consumers must be informed about their legal rigths against the producers."
3620,0,"I agree to the statement "" Most advertisement make products seem much better than they really are"".  In an advertisement such as commercials on TV's and ad's in magazines, it seem like it is a very attrative product and trying to get people's attention by their first look. The company will use backgroung and surroundings, unreal features and famous people to apeal their products.
	When I was a little, I used to see commercials advertisement of barbie dolls all the time. The commericials showed how You could do so many thing with the dolls and how much fun you can have with them. There were music on the background and a perfect set that the girls played in. I was absolutley attracted by the commerical and always asked for a new barbie doll. But when I baught them, it might not move the way it moved in the TV and some of the features showed in the commercial did not come with the product. 
	Another way they are making the product look better, is by using special features. For example, I once saw as TV show that showed how they created commercials for food products. Usually they will not show the real food. There are proffesionals who make food from clays and plastics to show more texture and  better in looks. They will use sprays to show coldness of drinks and steams to show how hot they are. They can also create their commercial using computer graphics so that it can look better.
	The usage of celebrities has an influence on the viewer also. Even if the product is not as good as it looks, when it is held or presented by a famous celebrity, you might think that the product is attractive be convined in buying the product. 
	In an commercial or an advertisement, they will use the background, special features that is unreal, and celebrities to make the product to be apealing. From these reasons I belive that most of the advertisement are making the pruducts look more attractive than it really is."
10658,0,"I think the most advertisements are made to look the products much better than they really are. They make the ad or TV commercials intensionally attract the customer by emphasizing a certain poing of products. 
Typical example is, I think, an advertisements of car. One commercial that I felt like I missed the poing was the one; a man at the groccary casher looks at what he was going to buy and what the other man is going to. He got vegitables and a pack of big in Tofu in his cart and the other man has huge bulk of beef. After that he rushes into a car dealere and buys a big car. An impression that I had from this TV commercial  is,  ""Get a big car, get your dignity."" But the car eats gas like a monster. 
In these days, especiall after the midle-east crisis, the gas efficiency is one of the most important elements when you choose which car you perchase.  More people concern about efficiency much more they used to before. 
I believe that the car company ought to forcus on what the era require them to make and respond what poeple need. 
The ad doesn't show anything like that but encourage people to reverse the flow of the current. 
We, comsumers need to be smart enough to read what they show and what they hide behind the advertisement."
4245,0,"The issue at hand is whether students are supposed to know ideas and concept or to know only facts. Even though some people consider memorizing facts is more important, I agree with the statement, which means that understanding ideas and concepts are more important. First, I would like to discuss it by using specific academic subjects. For physics, some teachers think that students should learn only formula, ie facts, not basic concepts. Last year I had a teacher who belives in this way and I was miserably confused. As the formula of physics seem to be identical, I could not figure out what formulae I was required to use in the exam. As a result, my grade was terrible. However, this year, my teacher has taught me the fundamental concept of physics and how each formula came form. This time, I could handle formula and succeeded in the exam. From this reason, I strongly believe that understanding ideas is extremely prominent and vital.
	Furthermore, it is essential to learn concepts because leaning and memorizing facts are just pain. In my opinion, to learn something is to deepen one's knowledge by having fun. If people are encouraged to memorize facts and not to learn basic ideas, they will likely to dislike studying. On the other hand, if they are supposed to learn concept, they will be able to know the way a thing is and realize how much learning can be fun. For instance, learning histroical facts are boring. Nevertheless, understanding why the event happened is a really attractive method to approach history. In other words, memorizing what happended during the World War II is not fun, but understanding why this happened is extremely interesting. In this manner, understanding ideas and concepts is suited to my opinion."
616,0,"Usually, people are familliare with what they used to do. Some people fears from new things because they are not sure about it, or because they cannot take risk even if this action could open a new doors for them toward good future. I believe that a person should take this risk sometimes and trying new things in his or her life because I think that the ability of the our minds in unlimited. Therfore, I completely agree with the opinion that says people who try new things are able to be more successful.
In our life, getting risk is fundemental part of our world. No one can expect what could happen to him or her. So, I think it is worth it to try new things, use new methood, or meet new people. Many successful people built their successful on a moment that they were breaf. For example, the famos actor ""Arnold"", he can be just like any other actores, but he decide to engage in the political world and now, he is the governor of California Sate. I consider his decision as breaf and smart decision because after few years he would loos his ability to be good and attractive actore because of his age.
Many people cannot go out of the ""box"" that they found themselves in. I agree with some peole who believ that every person should be specilized in his or her major. I do not suggest that a teacher can be a doctor, but I believe that this teacer could be a great buisenessman for example. Therefore, getting riske could be making g"
3087,0,"After recaptulating the experience in my life i found both  understanding and learning the concepts are usefull but understanding the ideas and concepts more usefull and scietifical.

I found understanding of conepts more benificial in many fields and ways because by understanding the idea we  know how to apply easily and effctively .

for  example 
in solving a physics problem if you understand the concept you can do it easily and accurately with in lees time compared to others.
another example if we understand  a surgical procedure thoroughly we can perfom it less complications.

Understanding concept also makes us remember the concept for a long time  .  for example i still remember  the dissection of frog which i learned in my school days becuse i understood the  steps of dissection well.

another example is that regadding the differant process that takes place in the human digstive system.

Analyzation of the subject is increased when we understand the concept ,this can be supported with the example of apersonal experience  regarding the case which i saw in the hospital  i found  the symptoms of the disaese icould diagnose a tough case easily.I was able to do so only because i had better understanding of the subject.

Understanding the subject also increases our depth and the the command of the subject for example in organic chemistry we should depth of the concept in order  to judge the correct the reaction .

thus with the correct understanding of concept is essential for all these to occur ."
5333,0,"I do not agree that the best way to tarvel is in a group led by a tour guide. I can agree that it can be good but in my opinion it is not the best way

  I would like to give an example from my own life in order to illustrate why i do not agree. Before I came to New York, I was in Madrid  in order to get masters degree in law. When i was in Madrid, I did not have so many oppotunity to work as a student. For this reason, I used to work as a translator or an assistance for a tour guide. Many times I attended many tours with tour guides to help them. Last year at this time, one big group which consists of more than 35 people came from Turkey and the travel aggent wanted me to help the tour guide and I helped. I was together with this group for almost 8 full days. As far as I could understand from their behaviors and opinions , all of them were much more different than each other. I would like to give an example from one of our activities such as visiting the museum of Prado which is one of the most famous musuems all over the world. While some of them wanted to visit there, a few of them did not. Like this example, there were so many conflicts among people who came for this travel, in addition because the tour guide got angry with them, he was travellling by himself and he did not want to help anyone during the tour. Because of him, I had to help them as i was  a tour guide even though i was there just to help this guy. As long as i was in Madrid, I faced so many events like this while i was working as an assitance of a tour guide. If there are so many people such as more than 10 people in the group,as far as i know and have an experience , to satisfy all people is getting difficult. In my opinion, when all people who attend these kinds of travels know each other, we can consider that one of the best ways to travel in a group but If they do not know each other, I can not say the same thing.
    For all these reasons , it can be summuarized the trip or travel can be best way when you travel in a group , If you know with whom you are going to travel."
4078,0,"I personally diagree with the statement that says that young people do not give enough time to their communities. I disagree with it because it is a very general statment and it is a typical stereotype and categorizing of young people. In addition to that the statment  is a non credible statement  because  it is abviouly based on  personal opinion rather than on  facts , since it is not supported by statistics or any menaingfull numbers.

	The statment carries alot of hidden meaning or even insults to young people because it pictures them as selfish people who doesn't care about their community. Not only that but it also indirectly indicates  that young people are irresponsible people who do not positively contribut in their communities, and are not active/usefull members of their own community.

	In addition to that ,  the statment that has been made against young people is a very general statment , since not all young people do not give enough time to their communities. There are some young people who are addicted to charity work , and who dedicates a lot of their time in helping improve their community and in helping others.Thus we can't generalize.

	I also disagree with such a statement because i personally think that it is a weak statment becaue it is not supported by any kind of eveidence such as a  survey , statistics, or any meaning full numbers. To me this statement is just like throwing accusasions on others.

	 such statments are not acceptable to me not only because i disagree witth this particular statment but because if i accepted such stereotypes it  means that i might as well accept other stereotypes. And by doing that i'll be encouraging  stereotypes that might be more serious  or even dangerous and that might seriouly affcet our society, community, or even the way or even the quality of  our  living."
853,0,"I completely agree with the statement.
We are in the consumis time, that means that people buy things and industrial products not when they really need them, but only for the pleasure to buy something new and have the pleasant sensation to spend the money in those modern supermarket, which you can find everything new in. In this way a person always feels to be original and ""modern"", not ""ancient"" like people that surroand him or her. With this new conception of the money and about the way to spend them, the productors of objects that are every day used (such the mobile phone, the tv, the shoes and so on ) invent always new way to make those products attractive. In this way people feel obliged to buy the last thecnological mobile phone for example, otherwise the seem to be out, but not for the really need to have it. And what is the best way to let their new products be known all over the world? 
The answer for this question is simple and everyone know the answer. Simply the answer is: advertisement. 
We can watch the tv or only look at every journal to verify this sad truth. If the advertisement is the quicker and most seen way to spread news about an industrial product, in order to let people know my last innovations, why don't use this simple way of diffusion according to the imprenditor's volonty?
And in order to sell more pieces of a product, so that this imprenditor can get much more money, what about making an advertisement annunce putting lies in? 
It's not a true lie, but only a manner to pubbicize the product in a wrong way: not like an object that you can buy only if you really need it, but like an object that you can't live without it.
For this reasons advertisements make product better they really are."
705,0,"Succes

	I agree with the statement ""Successful people try new things and take risks rather than only doing what they already know how to do well"". I agree with this statement because if a person do only what they know how to do the best, they are not chalenging them selves and become just like others, who dose not try their best, around you. To challenge and to explore and taking risks will lead to a success. 
	To me the meaning of success is to do more then you can do. To do more then what you are, you need to try new things or even new ways of trying and take risk doing it. Eventualy your efort will pay you back in many areas. The success could be diffrent then how rich you are. The money dose not define success.
	I belive that the success is not just about making money but how to be diffrent from other people like how much you know and have exprinced. You may not be successful even after you try new things and taken risks. But the exprience you have and more knowlege you have then others makes you successful. 
	The Success is in you. How much you have improved from befor show how much successful you are. When you succed on some thing that you thought it was hard but you tryed and take risk of failing. That makes you successful and better then other not becuse you more money and power then others. Every body have diffrent situation and diffrent level of success. And if you succed in you the power and money will follow.
	Thouse poeple who try new things and take risks rather than only doing what they already know how to do well will succed no matter how much they have improved or how much richer you are. You are a still better then you used to be and did not stay in your confort zone. That is why I strongly agree with this statement."
