index,prediction,text
12642,0,"In this article, the author talks abut driverless car and the benfits and problems with them. The author says his veiw and the veiw others may have on the driverless car. I am going to point out some of the aadvantages and disadvantages of owning a driverless car. The benfits of a driverless car is that you dont have to drive as much only on certain things I mean thats obvious. You can text or call when driving and not have to worry about wrecking because your car by the hit of a button will drive for you, then when your done texting you hit the button and now your in contorl of the car. This is also a good advantage for people who cant see very well but still well enough to drive but it really strains their eyes. You might be thinking okay those are ther advantages so what are the disadvantages well I'll tell you. A disavantage of a driverless car is that they cant do everything there is still things the operator has to do like back out of driveways or pull out of driveways or drive in traffic. Also the car could mess up go haywire or something and cause a wreck, and that wouldnt look good on the business. While a driverless car isn't fully a bad idea and is worth a shot at trying, some dont agree and some states even banded it, they wont even test a driverless car. You see that there are alot of good advantages and some disadvantages but sometimes you just have to try take the risk and see what happens. My opinion on driverless car is that they are good idea but i think they still need alot of work to fix bugs and work out all the ckinks in them. Overall, I believe driverless cars are not a bad thing once properly fixed and everything is near perfect, and they work out the ckinks they are worth a try. Its going to take them awhile to fix everything on a driverless car before they are ever sold, if they are ever sold. it could take 10 to 20 years before they are ever on the market. But when they do start to sale people should definetly give them a try."
8467,0,"I believe that the use of the tecnology emotional expression of the students in a classroom would be valuable because the instructor would be able to connect with the student, so the student who are confused or stuck may recieve the right amount of help they'll need to understand and comprehend the lesson. The techonolgy of emotional expressions could show if a student is frustrated, happy, confused and ect. Then after the technology recieves the data the instructor can know mostly likely will need help. So, those student could recieve the right amount of help they'll need to understand the lesson or topic on hand. According to the text it states, ""A classroom computer could recognize when a student is becoming confused or bored,' Dr.Huang predicts. 'Then it could moify the lesson, like and effective human instructor."" The textual evidence I provided show that the computer tecnology emotional expression could help the instructor modify or change the lesson to make it easier for more people to learn, and fr the teacher to connect with the students. After all I believe that the technology emotional expression can be a valuable thin for the students and instructor in the classroom."
12757,0,"The face on mars isn't created by aliens. The face is not created by aliens because its shaped as an human face, which in the passage says that the face resembled a human head,eyes, nose and a mouth. Aliens dont look like humans so how would they create something that is most likely similar to a human? Then again it might not be created by humans either.Its created by land and her are some possiblitys why or is the face created by the land of mars! It can be created by land. [ example: rocks are shaped like things sometimes and so are chips]. So the land on mars could of had movement and let to the wind making a face on their land instead of humans or aliens making the human face on mars landform. On mars the face eyes could of been space rocks landed and made holes that look like rocks. Or it could be space bubble have busted on them.It could have been asteroids that have fell and made holes on the so called face on mars. On the land of mars it could have jus been rocks that where shaped like things for no reason. If there is water on mars the land could of produced the water the wrong way on the land. That let to bumps, lumps and humps that made a human face. Also the land of mars could already be bumpy or have rocks that look like a human face because of the wind pushed to hard on the ground and make dents like eyes, nose and a mouth. [example; When you spray water on dirt it makes dents and it also pushed the dirt away to somewhere eles.] Another example is when wind pushes on alot of dirt or sand it makes dents and they might look as if it was a face. On the land it could be when the electronic waves hit land of mars it could create waves. Leading the waves into make creations into the land on mars. Sometimes land are in funny shapes. The rumors in the stores might be as if they are scared that land can create things such as humans face and its face particles, such as the face on mars. Also maybe its parts of mars that have sunk in and lead the sunk in part to look as a human face and the parts that humans have on thier face such as eyes, nose and a mouth. Or space crafts could have landed and the part that helded the ship down the land might have of sunk in that in. Then the next time they came back to explore more it had the chracteristics as a human."
18498,0,"You should join the Seagoing Cowboys program. Some reasons way you should are you get free time and you can take trips with your free time. ""Besides helping people, I had the side benefit of seeing Europe and China,"" Luke says. You also are helping a lot of people and animals. World War II was over in Europe, and many countries were left in ruins. To help these countries recover their food supplies, animals, and more, 44 nations joined together to form UNRRA. UNRRA hired Seagoing Cowboys to care of animals that were shipped overseas. A man named Luke joined and he ended up loving it. It also teches you how to work hard, how to care for others, and how to work as a team. Those are the exact reasons God sent us on the Earth. Luke said that he was grateful for the opportunity. ""It made me more aware of people of other countries and their needs"". ""And that awareness stayed with him, leading his family to host a number of international students and exchange visitors for many years"". I hope you well join the Seagoing Cowboys program."
6150,0,"""Facs's"" or facial action coding should be allowed to read the emotional expressions of students in the classrom and it would be valuable. Having facial action coding could help to allow a teacher to see when a student may be bored or is confused and simply needs some help. Prof. Thomas huang of the beckman institute, and also prof. Nicu Sebe of the university of amesterdam have been working together to create and improve facial action coding for it would be extremely valuable for our classrooms. Having facial action coding would help teacher's be able to see all how the class is feeling and making sure they feel energized and happy in their working enviornment,yet also allows the teacher to see when a student needs help:""A classrom computer could recognize when a student is becoming confused or bored,"". In addition because of the facial actions coding capabilities to detect these emotions it could also modify a lesson to be more fit for any certain student;""Then it could modify the lesson, Like an effective human instructor"". Evidently having facial action coding software in classrooms would be an extremely valuable thing, And although the opposing side may say that children should'nt have their emotions read that it's their personal buisness, it turns out most communication happens to be nonverbal anyways:""most human communication is nonverbal, including emotional communication."" facial action coding system is an abosolute leap in technology advancements, for its ability to detect and analyze facial musclar movements. It would be extremely valuable for our modern day classrooms. Contrary to a common belief that it is wrong to read the emotions or expressions of younger kids just to make sure they are going to be paying attention in class it turns out we already do that as humans:"" in fact we humans perform this same impressive 'calculation' everyday. for instance, you can probably tell how. friend is feeling simply by the the look on her face"". Evidently if we are already doing this naturally as humans furthermore it would'nt develoup conflict. Overall having facial action coding in our modern day classrooms would be very valuable and they would be beneficial for their capabilities to detect what a student is paying attention to the teacer or lesson in class, and also be able to modify class lesson to better them for the students, and finally for their ability to analyze the facial muscular movement."
10077,0,"In my opinion, I like the driverless cars in many ways. They are easy to drive and can protect the environment. If there are all driverless cars in a state, it can have a good traffic and less traffic accidents. Nowadays, traffic accidents are very normal. More and more people died of traffic accidents and it is hard to avoid the accidents because of so many cars. Using driverless cars is a good way to avoid accidents through the computer controling the cars. In other side, we can't aviod all the accidents. When there is an accident, the computer cannot fix that very well, so it is time that drivers drive the cars. Some drives need to drive a long-distance trip. They will feel very tired. When the computers control the cars, it is good time for the drivers to have a rest. Drivers can enjoy the display boards on the cars. Last but not least, driverless cars can protect our environment. Nowadays the environment is getting worse and worse. The biggest problem is the car pollutions. If cars can use half of the fuel than normal, the enviroment will become much better. In conclusion, driverless car is a way to help our lives better. So I agree the development of these cars."
11611,0,"Driverless cars have been imagined for a while. The cars have been in the works for years but Google has claimed the tittle for the first to make the amlighty driverless car. The cofounder of Google envisons a future of public transportation where it is driverless. In the end the decision to go forward and have all cars be driverless is a great idea. Accoring to the article in 2009 a driverless car was tested out and drove more than half a million miles without a crash. Wolrdwide car accidents are a leading reason for dealth. This minumises this with the car tested in 2009. This could be a potental saver of many lives being lost in car accidents. With the creation of the car people on the street would also have a way better navagation system. In the late 1950's a General Motors track and car was made baised off a specific concept car that would run on a special test track. The track was baised off an electical cable and also another driverless car at Bekeley where they used magnets with alternating polarity. The desire to have a driverless car has been trying to be engeneered for years. Even in the 1950's these smart road system worked quite well, though there would be massive changes needing to be updated onto our current roads which is way to expensive to be practicle, it can be tweaked and made better for safer driving. One of the biggest issues with the driverless cars is the actual human drivers involvement in the driverless cars. The human driver is infact required to do some driving if there is road work or accidents; this makes a lot of people upset questioning if the cars are even infact driverless. Along with that comes of who claimes the responsibiliy if an accident accurs? Traffic laws are writtin with the assumption that a human driver is in control of the car at all times. It is even illegal in most states to even test drive computerdriven cars. Which brings in the big question of if technology fails and someone is injured, who is resposnible for the accident - the manufacturor or the driver? With the cars having someone to navigate through trafic or areas where there is an accident thats just to ensure a safer experience. The computer can ideed direct the car to steer, accelerate, and brake itsself. Alert drivers area neeeded as for the car has been designed to get the drivers attention whenever a problem accurs or it is nessasary for them to take over. They have even developed vibrating seatbelts. Driverless cars would be quite usefull and should be developed and manufactured worldwide. This car minnumises accidents and could save a lot of lifes. The driverless cars are continueng to be developed and Telsa has even projected a car in 2016 capable of driving on autioptolet 90 percent od the time. This car would change the future making it a safer place for drivers everywhere."
3823,0,"The Challenge of Exploring Venus. I think its worthy studying any planet. Venus could be are best chance of survival if the world comes to an end. I say that because the author states on paragragh four ""Astronomers are fascinasted by Venus because it may well once have been the most Earth-like planet in our solar system."" This statment show that venus is worth studying. Venus surface is also very much like Earths. The author states in paragragh four ""Long ago, Venus was probably coverd largely with oceans and could have supported various forms of life, just like Earth."" The author also states that Venus has valleys, Mountains, and craters still on its surface today. Venus is survivable for humans, but the conditions are very hard to survive in. We do have the right technogly and equitment for the job, But there is one instreting topic I just thought of. If the world ends by high tides of water why dont we just make underwater habbitats?"
23121,0,"Politicts have been around for centuries; politics were made to keep the peace and give everyone a fair expresion to the people. We have all herd of people in political standpoint have been corrupt, but what if our own voting system was corrupt and our votes have never made a diffrence in selecting a president by the people. When we vote for our selected president is it really going to change or make a diffence on who gets elected... right? ""of course it will make a diffrence."" As long as your states electors dont choice by who they feel is the best fit for presidency. On another note what about the Electoral college votes. Why does one canidate always get all the electoral college votes from one state? Why cant we just revert to how many votes the canidate gets? When getting down to the nitty-gritty bits of the Electoral College voting system it is a bit unfair in the ways it works in a whole, but that doesnt mean we have to abolish it and start over. The Electoral College voting system has worked for many years. In stead of just getting rid of the Electoral voting system maybe we should tweek it in a bit that makes everyone happy and makes it completly fair. Each state picks how it gives its Electoral votes, but in most states its a ""winner takes all."" When a state desides its going to be a ""winner takes all"" state, that means when voting all the Electoral votes will go to the canidate with the most amount of elector votes. Instead of using the winner takes all system each electoral votes should be given fairly. When electors votes for its canidates by the people that single Electoral vote should go to that canidate. When doing this people are in-tern voting for there canidate. Now that they Electoral votes are being distubuted evenly there is a smaller problem we face. Electors are the people who actully vote for our presidential canidate. Very rarely do these electors not choose the canidate based on the amount of votes they have been given, but it does happen. The electors are in a way chosen randomly but most of the time are chosen by the presidential canidate. Often these canidates do the right thing and vote based on votes gifen to him by the public. When these electors vote they are not well regulated. What we should do is have a sort of security system that alows us the make sure our electors do the right thing. instead on relying on someones trust worthyness we should have a system that counts the publics votes. When the elector is done with his final vote we would then see if he voted based on public votes. We the people are faces with another way of voting. We can vote for whatever canidate we please and when done with we will see how many people voted for each canidate, and whoever has the most wins right? This system would most likely give one the canidates an unfait advantage. When Romney and Obama went head to head in 2012 obama won because the amount of Electoral votes, but if we did it by the number of votes it would have been almost completly tied in votes. since Romeny was born in the south most likely each state in the south would vote for Romney. Since Obama was born in Hawiia there is no state near Hawiia that would have the same oppinion. So when using just plain votes one canidate would most likely have an unfair advantage based on the size and populating of each state going for that presidential canidate. When suming it all up the Electoral College voting system is in a way a bit unfair, but when using the method given each Electoral vote would be given fairly instead of a winner takes all system. When going for just plain voting it would most likely turn out unfair or a lot of tied runnings. When given the facts the Electoral College is fine as it is but can be unfair and that is why we should use this method in the next following elections."
16869,0,"My position on driverless cars is i think that this is a good idea. I yhink this is a great idea, and could help a lot. It could help a lot with mothers on the go with a lot of kids, the simple fact of a major improvments on cars for the future, and people that like to text and drive or put on make up while driving. The driverless car concept could help a lot in the future. It would help those mothers that need to turn around or reach back to give there child something while she is driving. It would help because she could just put it into driverless mode and do what she needed to do. It would be a major help for those people that happen to text and drive, or put on make up while driving. The driver could then put the car into driverless mode, and send that last text or finish their make up before work, and prevent them from crashing. The overall concept of driverless cars is a big acomplishment and could bring us closer to bigger, and better things for cars in the future. The concept of driverless cars is far from being a every day thing, like it says in paragraph 10. Once driverless cars are finished, and everyone will use them it will be a whole new thing for driving on the road."
4034,0,"Venus is the second planet from our sun. The article ""the Challenge of Exploring Views"" explains how NASA has been studying how to send humans to Venus. Venus is the hottest planet and has conditions that ""humans do not encounter on Earth."" The author supports his idea, that studying Venus is a worthy pursuit despite the dangers, by stating facts about Venus, study from NASA, and innovation. The facts that the author included in his article is the first reason Venus is worth studying. Venus is Earth's ""twin"". A long time ago, Venus was covered with large oceans, land, and could have supported life like Earth. Venus has a surface of rocky sediment and also includes valleys, mountains, and craters. Temperate also plays a big role in studying Venus. Venus has the hottest surface out of our whole solar system. Venus' atmosphere is almost at 97 percent. On an average, temperates go over 800 degrees Fahrenheit. The study from NASA is the second reason Venus is worth studying. NASA is trying to find electronics that will be able to last while being on Venus. The researchers at NASA have started to look back at the old technology. Modern technology will melt in Venus with the hot temperates. NASA is also studying the solutions to the conditions of Venus. NASA wants to, eventually, make Venus survivable for humans. They are imagining aiplanes, cars, and solar power in the future for Venus. The innovation is the final reason Venus is worth studying. Researchers believe that travel to Venus should not be limited by ""dangers and doubts"". They believe that the astronauts should want to expand their knowledge on Venus. Researchers also want astonaunts to use their imagination. They want them to strive to meet the challenge instead of running away from it. Human curiosity should lead us to many ""intimidating endeavors"", or things that we fear. After looking at facts, study, and innovation, it is clear that studying Venus is a worthy persuit despite the dangers. Venus creates much fear for astronaunts with the hot temperate and thought that they might not make it back home, but they shouldn't limit themselves to their own fear."
13386,0,"You say this object is a face well lets take a closer look. For many years now this face has been really popular to a lot of people around the world. Recently though it was proven just to be another land form on mars. You're probily thinking that I'm just making this up and being a total know it all. Really though they were able to get better pictures from better cameras, showing it was just a rock with weird shaped shaows making it look like a rock. Looking at the new highly detailed pictures they recived they classified the land formation to just be another Martian mesa that are common through that area. You now know this but now you just have to think do you believe me, or will you keep thining it's an alien artifact. Saying all this I'm not trying to tell you theres no such thing as aliens, just this formation is natural. Trust me there are a lot more things happening around us than you think."
12630,0,"The Seagoing Cowboys is a program that you should join if you like farm animals and know how to take care of horses, mules, and young cows. I think this is a program that you and other people should really join. Why? Well keep reading to find out. This oraganzation is just for you because it offers the right things to help you get to other people in need. In the text it says, ""To help these countries recover their food supplies, animals, and more, 44 nations joined together."" What a neat way to serve for others! I would really like to have the joy of doing that. The Seagoing Cowboys also supply you with the chance to see the world. It states that, "" 'Besides helping people, I had the side benefit of seeing Europe and China.' "" Luke also got to see and tour other places he had never seen before. Some where Greece, Italy and the Panama Canal. The Cowboys offer one other great thing that is the most important thing for every one to have, fun. They also have great games for exersize. When they were done with the shipping and going back home for more stuff it says in the story that, ""The cowboys played baseball and vollyball games in the empty holds where animals had been housed."" Doesn't that sound like fun? They also did other activities like whittling and reading in their spare time. Now that you have seen and read all about the great things the Seagoing Cowboys do I hope that one day you will join them. They sound like a neat opportunity to serve, have fun, and to see the world around us. I know that if I had the chance that I would sign up to help. Would you?"
19391,0,"My argument is against the development of these cars. The arguement is that these cars can be dangerous in many different ways. Who would actually want a car that drives for itself? That's kind of weird and creepy at the same time. If google were to actually make this car would they be responsible for any of the crashes that involve these cars? To being my arguement, I would like to say that a driveless car would be the death of many people. For instance the author say's that there will be motion sensors that will tell the car when your hands aren't on the wheel. What happens if those sensors aren't working, that would be the cause of a huge accident. A driveless car would be a cool invention but it's also a life risking invention to. In the article the author says "" In most states it is illegal even to test computer driven cars"" that should be one reason to consider not making this car. With this car being invented it would be alot of cautions to consider while driving it. The driver of the car must keep their eyes on the road at all times even if the cart is driving it's self at the moment. The dangers of this car are very serious. What if a young mom and her children are heading home from a football game one night, an their driving a driveless car. All of a sudden the cars steering wheel locks up and mom can't take control of the car causing the car to crash into a tree. This is one reason I say this car shouln't be invented, it would cause lots of peoples deaths. I'm not saying that it's not a genius idea but it's also something you might want to reconsider buliding. This whole driveless car idea is super sweet but there are also young people out there, who go to parties and get super drunk then get behind the wheel. You have to think about all the negative things that could happen with the invention of this car not just the positive. To conclude my passage I want to say, that if this car ever does get invented it should be a certain age limit on them. By saying this I mean it should be directed to certainage group. Also the manufactures should make sure that everything in the car is working correctly before selling the car. It would be smart and it would save everyone the worries of losing a loved one to a car thats's driven by a computer."
6228,0,"Can this technoloy really be valuable in a classroom? I'm sure it can. This technoloy can help the teachers understand the students more. With this we can make the students understand the lecture more, helping the teachers come up with a more understanding lesson."" The facial expressions for each emotion are univesal"",said Dr. Huang. I put this quote, beacuse i think is says a lot about human emotion, we all have different was of showing how we feel indiviually and with this technoloy it can hep with understanding each other. Understanding how teenager feels is hard even for parents,so how can teachers how students feel. A lot of us teenagers sometimes lie about how we feel or if we understand your lesson plan, but with Facial action Coding System teachers can see how we feel about all of theses new things were learning. This is an effective way teachers can see if we feel sad and bored. Even with a fake smile teacers can see if your telling the truth. Yes, every student isnt the same, but I think having this technoloy thats how can understand what each studnets need to help out every student. "" A classroom computer coukd reconize when a student is becoming confused or bored"", I put this here because this is a statement. This is something humans lack in, understand human emotions. FACS can really help people consulers, teachers, and nurses. Us students sometimes dont know how we feel, we dont always know how to put it words, so with technoloy it help us have a liitle more of and understanding in how to show and say how were feeling. As a student I do think this technoloy can help improve classrooms and teahcers."
