text_id,prompt_id,transformation_name,baseline_score,transformed_score,delta
62,3,prepositions_rate,1,0,-1
62,3,pronouns_rate,1,0,-1
62,3,auxiliaries_rate,1,1,0
63,3,lexical_density,0,0,0
63,3,articles_rate,0,1,1
63,3,prepositions_rate,0,0,0
63,3,pronouns_rate,0,0,0
63,3,auxiliaries_rate,0,0,0
64,3,lexical_density,0,0,0
64,3,articles_rate,0,0,0
64,3,prepositions_rate,0,0,0
64,3,pronouns_rate,0,0,0
64,3,auxiliaries_rate,0,0,0
65,3,lexical_density,0,0,0
65,3,articles_rate,0,0,0
65,3,prepositions_rate,0,0,0
65,3,pronouns_rate,0,0,0
65,3,auxiliaries_rate,0,0,0
66,3,lexical_density,1,1,0
66,3,articles_rate,1,0,-1
66,3,prepositions_rate,1,0,-1
66,3,pronouns_rate,1,1,0
66,3,auxiliaries_rate,1,0,-1
67,3,lexical_density,1,1,0
67,3,articles_rate,1,1,0
67,3,prepositions_rate,1,1,0
67,3,pronouns_rate,1,1,0
67,3,auxiliaries_rate,1,1,0
68,3,lexical_density,0,0,0
68,3,articles_rate,0,0,0
68,3,prepositions_rate,0,0,0
68,3,pronouns_rate,0,0,0
68,3,auxiliaries_rate,0,0,0
69,3,lexical_density,1,0,-1
69,3,articles_rate,1,0,-1
69,3,prepositions_rate,1,0,-1
69,3,pronouns_rate,1,0,-1
69,3,auxiliaries_rate,1,0,-1
70,3,lexical_density,0,0,0
70,3,articles_rate,0,0,0
70,3,prepositions_rate,0,0,0
70,3,pronouns_rate,0,0,0
70,3,auxiliaries_rate,0,0,0
71,3,lexical_density,1,1,0
71,3,articles_rate,1,0,-1
71,3,prepositions_rate,1,0,-1
71,3,pronouns_rate,1,1,0
71,3,auxiliaries_rate,1,0,-1
72,3,lexical_density,1,0,-1
72,3,articles_rate,1,1,0
72,3,prepositions_rate,1,1,0
72,3,pronouns_rate,1,0,-1
72,3,auxiliaries_rate,1,0,-1
73,3,lexical_density,1,1,0
73,3,articles_rate,1,1,0
73,3,prepositions_rate,1,1,0
73,3,pronouns_rate,1,1,0
73,3,auxiliaries_rate,1,1,0
74,3,lexical_density,0,0,0
74,3,articles_rate,0,0,0
74,3,prepositions_rate,0,0,0
74,3,pronouns_rate,0,0,0
74,3,auxiliaries_rate,0,0,0
75,3,lexical_density,1,0,-1
75,3,articles_rate,1,1,0
75,3,prepositions_rate,1,0,-1
75,3,pronouns_rate,1,1,0
75,3,auxiliaries_rate,1,0,-1
76,3,lexical_density,1,1,0
76,3,articles_rate,1,1,0
76,3,prepositions_rate,1,1,0
76,3,pronouns_rate,1,0,-1
76,3,auxiliaries_rate,1,1,0
77,3,lexical_density,0,0,0
77,3,articles_rate,0,0,0
77,3,prepositions_rate,0,0,0
77,3,pronouns_rate,0,0,0
77,3,auxiliaries_rate,0,0,0
78,3,lexical_density,1,1,0
78,3,articles_rate,1,1,0
78,3,prepositions_rate,1,1,0
78,3,pronouns_rate,1,0,-1
78,3,auxiliaries_rate,1,0,-1
79,3,lexical_density,1,1,0
79,3,articles_rate,1,0,-1
79,3,prepositions_rate,1,1,0
79,3,pronouns_rate,1,0,-1
79,3,auxiliaries_rate,1,1,0
80,4,lexical_density,1,1,0
80,4,articles_rate,1,1,0
80,4,prepositions_rate,1,0,-1
80,4,pronouns_rate,1,1,0
80,4,auxiliaries_rate,1,1,0
81,4,lexical_density,1,1,0
81,4,articles_rate,1,1,0
81,4,prepositions_rate,1,0,-1
81,4,pronouns_rate,1,0,-1
81,4,auxiliaries_rate,1,0,-1
82,4,lexical_density,1,1,0
82,4,articles_rate,1,1,0
82,4,prepositions_rate,1,1,0
82,4,pronouns_rate,1,1,0
82,4,auxiliaries_rate,1,1,0
83,4,lexical_density,1,0,-1
83,4,articles_rate,1,1,0
83,4,prepositions_rate,1,1,0
83,4,pronouns_rate,1,1,0
83,4,auxiliaries_rate,1,1,0
84,4,lexical_density,1,0,-1
84,4,articles_rate,1,1,0
84,4,prepositions_rate,1,1,0
84,4,pronouns_rate,1,1,0
84,4,auxiliaries_rate,1,1,0
85,4,lexical_density,1,1,0
85,4,articles_rate,1,1,0
85,4,prepositions_rate,1,1,0
85,4,pronouns_rate,1,1,0
85,4,auxiliaries_rate,1,1,0
86,4,lexical_density,1,1,0
86,4,articles_rate,1,1,0
86,4,prepositions_rate,1,1,0
86,4,pronouns_rate,1,1,0
86,4,auxiliaries_rate,1,1,0
87,4,lexical_density,1,1,0
87,4,articles_rate,1,1,0
87,4,prepositions_rate,1,1,0
87,4,pronouns_rate,1,1,0
87,4,auxiliaries_rate,1,1,0
88,4,lexical_density,1,1,0
88,4,articles_rate,1,1,0
88,4,prepositions_rate,1,1,0
88,4,pronouns_rate,1,0,-1
88,4,auxiliaries_rate,1,1,0
89,4,lexical_density,1,0,-1
89,4,articles_rate,1,0,-1
89,4,prepositions_rate,1,1,0
89,4,pronouns_rate,1,1,0
89,4,auxiliaries_rate,1,0,-1
90,4,lexical_density,1,1,0
90,4,articles_rate,1,1,0
90,4,prepositions_rate,1,1,0
90,4,pronouns_rate,1,0,-1
90,4,auxiliaries_rate,1,1,0
91,4,lexical_density,1,1,0
91,4,articles_rate,1,0,-1
91,4,prepositions_rate,1,1,0
91,4,pronouns_rate,1,1,0
91,4,auxiliaries_rate,1,1,0
92,4,lexical_density,1,1,0
92,4,articles_rate,1,1,0
92,4,prepositions_rate,1,1,0
92,4,pronouns_rate,1,1,0
92,4,auxiliaries_rate,1,1,0
93,4,lexical_density,1,1,0
93,4,articles_rate,1,0,-1
93,4,prepositions_rate,1,1,0
93,4,pronouns_rate,1,0,-1
93,4,auxiliaries_rate,1,1,0
94,4,lexical_density,1,0,-1
94,4,articles_rate,1,1,0
94,4,prepositions_rate,1,1,0
94,4,pronouns_rate,1,1,0
94,4,auxiliaries_rate,1,1,0
95,4,lexical_density,1,1,0
95,4,articles_rate,1,1,0
95,4,prepositions_rate,1,1,0
95,4,pronouns_rate,1,1,0
95,4,auxiliaries_rate,1,1,0
96,4,lexical_density,1,1,0
96,4,articles_rate,1,1,0
96,4,prepositions_rate,1,1,0
96,4,pronouns_rate,1,1,0
96,4,auxiliaries_rate,1,0,-1
97,4,lexical_density,1,1,0
97,4,articles_rate,1,1,0
97,4,prepositions_rate,1,1,0
97,4,pronouns_rate,1,1,0
97,4,auxiliaries_rate,1,1,0
98,4,lexical_density,1,0,-1
98,4,articles_rate,1,0,-1
98,4,prepositions_rate,1,1,0
98,4,pronouns_rate,1,1,0
98,4,auxiliaries_rate,1,1,0
99,4,lexical_density,1,1,0
99,4,articles_rate,1,1,0
99,4,prepositions_rate,1,1,0
99,4,pronouns_rate,1,1,0
99,4,auxiliaries_rate,1,1,0
100,5,lexical_density,1,1,0
100,5,articles_rate,1,1,0
100,5,prepositions_rate,1,1,0
100,5,pronouns_rate,1,1,0
100,5,auxiliaries_rate,1,0,-1
101,5,lexical_density,1,0,-1
101,5,articles_rate,1,0,-1
101,5,prepositions_rate,1,0,-1
101,5,pronouns_rate,1,0,-1
101,5,auxiliaries_rate,1,1,0
102,5,lexical_density,1,0,-1
102,5,articles_rate,1,0,-1
102,5,prepositions_rate,1,0,-1
102,5,pronouns_rate,1,0,-1
102,5,auxiliaries_rate,1,0,-1
103,5,lexical_density,1,1,0
103,5,articles_rate,1,0,-1
103,5,prepositions_rate,1,1,0
103,5,pronouns_rate,1,1,0
103,5,auxiliaries_rate,1,0,-1
104,5,lexical_density,1,0,-1
104,5,articles_rate,1,1,0
104,5,prepositions_rate,1,1,0
104,5,pronouns_rate,1,0,-1
104,5,auxiliaries_rate,1,1,0
105,5,lexical_density,1,1,0
105,5,articles_rate,1,0,-1
105,5,prepositions_rate,1,1,0
105,5,pronouns_rate,1,1,0
105,5,auxiliaries_rate,1,1,0
106,5,lexical_density,1,0,-1
106,5,articles_rate,1,1,0
106,5,prepositions_rate,1,1,0
106,5,pronouns_rate,1,1,0
106,5,auxiliaries_rate,1,1,0
107,5,lexical_density,1,1,0
107,5,articles_rate,1,1,0
107,5,prepositions_rate,1,1,0
107,5,pronouns_rate,1,1,0
107,5,auxiliaries_rate,1,1,0
108,5,lexical_density,1,0,-1
108,5,articles_rate,1,1,0
108,5,prepositions_rate,1,1,0
108,5,pronouns_rate,1,1,0
108,5,auxiliaries_rate,1,1,0
109,5,lexical_density,1,0,-1
109,5,articles_rate,1,1,0
109,5,prepositions_rate,1,1,0
109,5,pronouns_rate,1,1,0
109,5,auxiliaries_rate,1,1,0
110,5,lexical_density,1,1,0
110,5,articles_rate,1,1,0
110,5,prepositions_rate,1,0,-1
110,5,pronouns_rate,1,1,0
110,5,auxiliaries_rate,1,1,0
111,5,lexical_density,1,0,-1
111,5,articles_rate,1,0,-1
111,5,prepositions_rate,1,1,0
111,5,pronouns_rate,1,1,0
111,5,auxiliaries_rate,1,1,0
112,5,lexical_density,1,1,0
112,5,articles_rate,1,0,-1
112,5,prepositions_rate,1,0,-1
112,5,pronouns_rate,1,1,0
112,5,auxiliaries_rate,1,1,0
113,5,lexical_density,1,1,0
113,5,articles_rate,1,0,-1
113,5,prepositions_rate,1,0,-1
113,5,pronouns_rate,1,1,0
113,5,auxiliaries_rate,1,0,-1
114,5,lexical_density,1,1,0
114,5,articles_rate,1,1,0
114,5,prepositions_rate,1,1,0
114,5,pronouns_rate,1,0,-1
114,5,auxiliaries_rate,1,1,0
115,5,lexical_density,1,0,-1
115,5,articles_rate,1,1,0
115,5,prepositions_rate,1,0,-1
115,5,pronouns_rate,1,1,0
115,5,auxiliaries_rate,1,0,-1
116,5,lexical_density,1,0,-1
116,5,articles_rate,1,1,0
116,5,prepositions_rate,1,1,0
116,5,pronouns_rate,1,1,0
116,5,auxiliaries_rate,1,1,0
117,5,lexical_density,1,0,-1
117,5,articles_rate,1,1,0
117,5,prepositions_rate,1,1,0
117,5,pronouns_rate,1,1,0
117,5,auxiliaries_rate,1,1,0
118,5,lexical_density,1,1,0
118,5,articles_rate,1,1,0
118,5,prepositions_rate,1,1,0
118,5,pronouns_rate,1,1,0
118,5,auxiliaries_rate,1,1,0
119,5,lexical_density,1,0,-1
119,5,articles_rate,1,1,0
119,5,prepositions_rate,1,1,0
119,5,pronouns_rate,1,0,-1
119,5,auxiliaries_rate,1,1,0
120,6,lexical_density,1,1,0
120,6,articles_rate,1,1,0
120,6,prepositions_rate,1,1,0
120,6,pronouns_rate,1,1,0
120,6,auxiliaries_rate,1,1,0
121,6,lexical_density,1,1,0
121,6,articles_rate,1,1,0
121,6,prepositions_rate,1,0,-1
121,6,pronouns_rate,1,0,-1
121,6,auxiliaries_rate,1,0,-1
122,6,lexical_density,1,1,0
122,6,articles_rate,1,0,-1
122,6,prepositions_rate,1,1,0
122,6,pronouns_rate,1,1,0
122,6,auxiliaries_rate,1,1,0
123,6,lexical_density,1,1,0
123,6,articles_rate,1,1,0
123,6,prepositions_rate,1,0,-1
123,6,pronouns_rate,1,1,0
123,6,auxiliaries_rate,1,1,0
124,6,lexical_density,1,1,0
124,6,articles_rate,1,0,-1
124,6,prepositions_rate,1,0,-1
124,6,pronouns_rate,1,0,-1
124,6,auxiliaries_rate,1,0,-1
125,6,lexical_density,1,1,0
125,6,articles_rate,1,1,0
125,6,prepositions_rate,1,0,-1
125,6,pronouns_rate,1,1,0
125,6,auxiliaries_rate,1,0,-1
126,6,lexical_density,1,0,-1
126,6,articles_rate,1,0,-1
126,6,prepositions_rate,1,0,-1
126,6,pronouns_rate,1,0,-1
126,6,auxiliaries_rate,1,0,-1
127,6,lexical_density,0,0,0
127,6,articles_rate,0,0,0
127,6,prepositions_rate,0,0,0
127,6,pronouns_rate,0,0,0
127,6,auxiliaries_rate,0,0,0
128,6,lexical_density,0,0,0
128,6,articles_rate,0,0,0
128,6,prepositions_rate,0,0,0
128,6,pronouns_rate,0,1,1
128,6,auxiliaries_rate,0,0,0
129,6,lexical_density,1,0,-1
129,6,articles_rate,1,0,-1
129,6,prepositions_rate,1,0,-1
129,6,pronouns_rate,1,0,-1
129,6,auxiliaries_rate,1,1,0
130,6,lexical_density,0,0,0
130,6,articles_rate,0,0,0
130,6,prepositions_rate,0,1,1
130,6,pronouns_rate,0,0,0
130,6,auxiliaries_rate,0,0,0
131,6,lexical_density,1,1,0
131,6,articles_rate,1,0,-1
131,6,prepositions_rate,1,1,0
131,6,pronouns_rate,1,1,0
131,6,auxiliaries_rate,1,0,-1
132,6,lexical_density,0,0,0
132,6,articles_rate,0,1,1
132,6,prepositions_rate,0,0,0
132,6,pronouns_rate,0,0,0
132,6,auxiliaries_rate,0,1,1
133,6,lexical_density,0,1,1
133,6,articles_rate,0,0,0
133,6,prepositions_rate,0,0,0
133,6,pronouns_rate,0,1,1
133,6,auxiliaries_rate,0,0,0
134,6,lexical_density,1,0,-1
134,6,articles_rate,1,1,0
134,6,prepositions_rate,1,1,0
134,6,pronouns_rate,1,0,-1
134,6,auxiliaries_rate,1,1,0
135,6,lexical_density,1,1,0
135,6,articles_rate,1,0,-1
135,6,prepositions_rate,1,1,0
135,6,pronouns_rate,1,0,-1
135,6,auxiliaries_rate,1,0,-1
136,6,lexical_density,1,1,0
136,6,articles_rate,1,0,-1
136,6,prepositions_rate,1,0,-1
136,6,pronouns_rate,1,0,-1
136,6,auxiliaries_rate,1,0,-1
137,6,lexical_density,1,1,0
137,6,articles_rate,1,0,-1
137,6,prepositions_rate,1,1,0
137,6,pronouns_rate,1,1,0
137,6,auxiliaries_rate,1,0,-1
138,6,lexical_density,0,0,0
138,6,articles_rate,0,0,0
138,6,prepositions_rate,0,0,0
138,6,pronouns_rate,0,1,1
138,6,auxiliaries_rate,0,0,0
139,6,lexical_density,1,0,-1
139,6,articles_rate,1,0,-1
139,6,prepositions_rate,1,0,-1
139,6,pronouns_rate,1,1,0
139,6,auxiliaries_rate,1,1,0
140,7,lexical_density,1,0,-1
140,7,articles_rate,1,1,0
140,7,prepositions_rate,1,1,0
140,7,pronouns_rate,1,0,-1
140,7,auxiliaries_rate,1,1,0
141,7,lexical_density,0,0,0
141,7,articles_rate,0,0,0
141,7,prepositions_rate,0,1,1
141,7,pronouns_rate,0,1,1
141,7,auxiliaries_rate,0,0,0
142,7,lexical_density,1,1,0
142,7,articles_rate,1,0,-1
142,7,prepositions_rate,1,1,0
142,7,pronouns_rate,1,0,-1
142,7,auxiliaries_rate,1,1,0
143,7,lexical_density,1,0,-1
143,7,articles_rate,1,1,0
143,7,prepositions_rate,1,0,-1
143,7,pronouns_rate,1,0,-1
143,7,auxiliaries_rate,1,0,-1
144,7,lexical_density,0,0,0
144,7,articles_rate,0,0,0
144,7,prepositions_rate,0,0,0
144,7,pronouns_rate,0,0,0
144,7,auxiliaries_rate,0,0,0
145,7,lexical_density,0,0,0
145,7,articles_rate,0,0,0
145,7,prepositions_rate,0,1,1
145,7,pronouns_rate,0,0,0
145,7,auxiliaries_rate,0,1,1
146,7,lexical_density,1,1,0
146,7,articles_rate,1,1,0
146,7,prepositions_rate,1,1,0
146,7,pronouns_rate,1,1,0
146,7,auxiliaries_rate,1,0,-1
147,7,lexical_density,1,1,0
147,7,articles_rate,1,0,-1
147,7,prepositions_rate,1,0,-1
147,7,pronouns_rate,1,0,-1
147,7,auxiliaries_rate,1,1,0
148,7,lexical_density,1,1,0
148,7,articles_rate,1,1,0
148,7,prepositions_rate,1,0,-1
148,7,pronouns_rate,1,1,0
148,7,auxiliaries_rate,1,1,0
149,7,lexical_density,0,0,0
149,7,articles_rate,0,1,1
149,7,prepositions_rate,0,0,0
149,7,pronouns_rate,0,0,0
149,7,auxiliaries_rate,0,0,0
150,7,lexical_density,0,0,0
150,7,articles_rate,0,0,0
150,7,prepositions_rate,0,0,0
150,7,pronouns_rate,0,0,0
150,7,auxiliaries_rate,0,0,0
151,7,lexical_density,1,0,-1
151,7,articles_rate,1,1,0
151,7,prepositions_rate,1,0,-1
151,7,pronouns_rate,1,0,-1
151,7,auxiliaries_rate,1,0,-1
152,7,lexical_density,0,0,0
152,7,articles_rate,0,0,0
152,7,prepositions_rate,0,0,0
152,7,pronouns_rate,0,0,0
152,7,auxiliaries_rate,0,0,0
153,7,lexical_density,1,1,0
153,7,articles_rate,1,0,-1
153,7,prepositions_rate,1,0,-1
153,7,pronouns_rate,1,0,-1
153,7,auxiliaries_rate,1,1,0
154,7,lexical_density,0,0,0
154,7,articles_rate,0,0,0
154,7,prepositions_rate,0,0,0
154,7,pronouns_rate,0,0,0
154,7,auxiliaries_rate,0,0,0
155,7,lexical_density,1,0,-1
155,7,articles_rate,1,0,-1
155,7,prepositions_rate,1,1,0
155,7,pronouns_rate,1,0,-1
155,7,auxiliaries_rate,1,0,-1
