text_id,prompt_id,transformation_name,baseline_score,transformed_score,delta
100,5,blog_style,1,1,0
100,5,academic_style,1,0,-1
101,5,journalistic_style,1,1,0
101,5,blog_style,1,1,0
101,5,academic_style,1,0,-1
102,5,journalistic_style,1,1,0
102,5,blog_style,1,0,-1
102,5,academic_style,1,0,-1
103,5,journalistic_style,1,0,-1
103,5,blog_style,1,1,0
103,5,academic_style,1,1,0
104,5,journalistic_style,1,1,0
104,5,blog_style,1,0,-1
104,5,academic_style,1,1,0
105,5,journalistic_style,1,1,0
105,5,blog_style,1,0,-1
105,5,academic_style,1,1,0
106,5,journalistic_style,1,0,-1
106,5,blog_style,1,1,0
106,5,academic_style,1,0,-1
107,5,journalistic_style,1,1,0
107,5,blog_style,1,1,0
107,5,academic_style,1,1,0
108,5,journalistic_style,1,1,0
108,5,blog_style,1,1,0
108,5,academic_style,1,0,-1
109,5,journalistic_style,1,0,-1
109,5,blog_style,1,1,0
109,5,academic_style,1,1,0
110,5,journalistic_style,1,1,0
110,5,blog_style,1,1,0
110,5,academic_style,1,1,0
111,5,journalistic_style,1,0,-1
111,5,blog_style,1,1,0
111,5,academic_style,1,0,-1
112,5,journalistic_style,1,0,-1
112,5,blog_style,1,1,0
112,5,academic_style,1,0,-1
113,5,journalistic_style,1,0,-1
113,5,blog_style,1,1,0
113,5,academic_style,1,1,0
114,5,journalistic_style,1,0,-1
114,5,blog_style,1,1,0
114,5,academic_style,1,0,-1
115,5,journalistic_style,1,0,-1
115,5,blog_style,1,1,0
115,5,academic_style,1,0,-1
116,5,journalistic_style,1,0,-1
116,5,blog_style,1,0,-1
116,5,academic_style,1,0,-1
117,5,journalistic_style,1,1,0
117,5,blog_style,1,0,-1
117,5,academic_style,1,1,0
118,5,journalistic_style,1,0,-1
118,5,blog_style,1,1,0
118,5,academic_style,1,1,0
119,5,journalistic_style,1,0,-1
119,5,blog_style,1,0,-1
119,5,academic_style,1,1,0
120,6,journalistic_style,1,0,-1
120,6,blog_style,1,0,-1
120,6,academic_style,1,0,-1
121,6,journalistic_style,1,1,0
121,6,blog_style,1,0,-1
121,6,academic_style,1,0,-1
122,6,journalistic_style,1,1,0
122,6,blog_style,1,1,0
122,6,academic_style,1,1,0
123,6,journalistic_style,1,1,0
123,6,blog_style,1,0,-1
123,6,academic_style,1,0,-1
124,6,journalistic_style,1,1,0
124,6,blog_style,1,0,-1
124,6,academic_style,1,0,-1
125,6,journalistic_style,1,1,0
125,6,blog_style,1,0,-1
125,6,academic_style,1,1,0
126,6,journalistic_style,1,0,-1
126,6,blog_style,1,0,-1
126,6,academic_style,1,0,-1
127,6,journalistic_style,0,0,0
127,6,blog_style,0,0,0
127,6,academic_style,0,0,0
128,6,journalistic_style,0,0,0
128,6,blog_style,0,0,0
128,6,academic_style,0,0,0
129,6,journalistic_style,1,1,0
129,6,blog_style,1,0,-1
129,6,academic_style,1,1,0
130,6,journalistic_style,0,0,0
130,6,blog_style,0,0,0
130,6,academic_style,0,0,0
131,6,journalistic_style,1,1,0
131,6,blog_style,1,0,-1
131,6,academic_style,1,1,0
132,6,journalistic_style,0,1,1
132,6,blog_style,0,0,0
132,6,academic_style,0,0,0
133,6,journalistic_style,0,0,0
133,6,blog_style,0,0,0
133,6,academic_style,0,0,0
134,6,journalistic_style,1,1,0
134,6,blog_style,1,1,0
134,6,academic_style,1,0,-1
135,6,journalistic_style,1,0,-1
135,6,blog_style,1,1,0
135,6,academic_style,1,0,-1
136,6,journalistic_style,1,1,0
136,6,blog_style,1,0,-1
136,6,academic_style,1,0,-1
137,6,journalistic_style,1,1,0
137,6,blog_style,1,1,0
137,6,academic_style,1,1,0
138,6,journalistic_style,0,1,1
138,6,blog_style,0,0,0
138,6,academic_style,0,0,0
139,6,journalistic_style,1,0,-1
139,6,blog_style,1,1,0
139,6,academic_style,1,0,-1
140,7,journalistic_style,1,0,-1
140,7,blog_style,1,0,-1
140,7,academic_style,1,0,-1
141,7,journalistic_style,0,0,0
141,7,blog_style,0,1,1
141,7,academic_style,0,1,1
142,7,journalistic_style,1,1,0
142,7,blog_style,1,1,0
142,7,academic_style,1,0,-1
143,7,journalistic_style,1,0,-1
143,7,blog_style,1,0,-1
143,7,academic_style,1,0,-1
144,7,journalistic_style,0,0,0
144,7,blog_style,0,0,0
144,7,academic_style,0,0,0
145,7,journalistic_style,0,0,0
145,7,blog_style,0,0,0
145,7,academic_style,0,0,0
146,7,journalistic_style,1,1,0
146,7,blog_style,1,1,0
146,7,academic_style,1,1,0
147,7,journalistic_style,1,0,-1
147,7,blog_style,1,0,-1
147,7,academic_style,1,0,-1
148,7,journalistic_style,1,0,-1
148,7,blog_style,1,0,-1
148,7,academic_style,1,1,0
149,7,journalistic_style,0,0,0
149,7,blog_style,0,0,0
149,7,academic_style,0,0,0
150,7,journalistic_style,0,0,0
150,7,blog_style,0,0,0
150,7,academic_style,0,0,0
151,7,journalistic_style,1,0,-1
151,7,blog_style,1,0,-1
151,7,academic_style,1,0,-1
152,7,journalistic_style,0,0,0
152,7,blog_style,0,0,0
152,7,academic_style,0,0,0
153,7,journalistic_style,1,0,-1
153,7,blog_style,1,0,-1
153,7,academic_style,1,1,0
154,7,journalistic_style,0,0,0
154,7,blog_style,0,0,0
154,7,academic_style,0,0,0
155,7,journalistic_style,1,0,-1
155,7,blog_style,1,0,-1
155,7,academic_style,1,1,0
156,7,journalistic_style,1,1,0
156,7,blog_style,1,1,0
156,7,academic_style,1,1,0
157,7,journalistic_style,0,0,0
157,7,blog_style,0,0,0
157,7,academic_style,0,0,0
158,7,journalistic_style,1,0,-1
158,7,blog_style,1,0,-1
158,7,academic_style,1,0,-1
159,7,journalistic_style,1,1,0
159,7,blog_style,1,0,-1
159,7,academic_style,1,0,-1
160,8,journalistic_style,1,1,0
160,8,blog_style,1,1,0
160,8,academic_style,1,0,-1
161,8,journalistic_style,1,1,0
161,8,blog_style,1,1,0
161,8,academic_style,1,1,0
162,8,journalistic_style,1,0,-1
162,8,blog_style,1,0,-1
162,8,academic_style,1,0,-1
163,8,journalistic_style,1,0,-1
163,8,blog_style,1,1,0
163,8,academic_style,1,1,0
164,8,journalistic_style,1,1,0
164,8,blog_style,1,0,-1
164,8,academic_style,1,0,-1
165,8,journalistic_style,1,1,0
165,8,blog_style,1,1,0
165,8,academic_style,1,1,0
166,8,journalistic_style,1,0,-1
166,8,blog_style,1,1,0
166,8,academic_style,1,0,-1
167,8,journalistic_style,1,0,-1
167,8,blog_style,1,1,0
167,8,academic_style,1,0,-1
168,8,journalistic_style,1,0,-1
168,8,blog_style,1,1,0
168,8,academic_style,1,1,0
169,8,journalistic_style,1,0,-1
169,8,blog_style,1,0,-1
169,8,academic_style,1,1,0
170,8,journalistic_style,1,1,0
170,8,blog_style,1,0,-1
170,8,academic_style,1,0,-1
171,8,journalistic_style,1,1,0
171,8,blog_style,1,0,-1
171,8,academic_style,1,1,0
172,8,journalistic_style,1,1,0
172,8,blog_style,1,1,0
172,8,academic_style,1,0,-1
173,8,journalistic_style,1,1,0
173,8,blog_style,1,0,-1
173,8,academic_style,1,1,0
174,8,journalistic_style,1,1,0
174,8,blog_style,1,1,0
174,8,academic_style,1,0,-1
175,8,journalistic_style,1,0,-1
175,8,blog_style,1,1,0
175,8,academic_style,1,0,-1
176,8,journalistic_style,1,1,0
176,8,blog_style,1,1,0
176,8,academic_style,1,1,0
177,8,journalistic_style,1,1,0
177,8,blog_style,1,1,0
177,8,academic_style,1,0,-1
178,8,journalistic_style,1,0,-1
178,8,blog_style,1,0,-1
178,8,academic_style,1,1,0
179,8,journalistic_style,1,1,0
179,8,blog_style,1,1,0
179,8,academic_style,1,0,-1
180,9,journalistic_style,1,1,0
180,9,blog_style,1,1,0
180,9,academic_style,1,1,0
181,9,journalistic_style,1,0,-1
181,9,blog_style,1,1,0
181,9,academic_style,1,0,-1
182,9,journalistic_style,1,0,-1
182,9,blog_style,1,0,-1
182,9,academic_style,1,1,0
183,9,journalistic_style,1,1,0
183,9,blog_style,1,1,0
183,9,academic_style,1,1,0
184,9,journalistic_style,1,1,0
184,9,blog_style,1,0,-1
184,9,academic_style,1,1,0
185,9,journalistic_style,1,1,0
185,9,blog_style,1,0,-1
185,9,academic_style,1,0,-1
186,9,journalistic_style,1,1,0
186,9,blog_style,1,1,0
186,9,academic_style,1,1,0
187,9,journalistic_style,1,1,0
187,9,blog_style,1,1,0
187,9,academic_style,1,0,-1
188,9,journalistic_style,1,0,-1
188,9,blog_style,1,0,-1
188,9,academic_style,1,0,-1
189,9,journalistic_style,1,1,0
189,9,blog_style,1,1,0
189,9,academic_style,1,0,-1
190,9,journalistic_style,1,0,-1
190,9,blog_style,1,1,0
190,9,academic_style,1,1,0
191,9,journalistic_style,1,0,-1
191,9,blog_style,1,1,0
191,9,academic_style,1,0,-1
192,9,journalistic_style,1,0,-1
192,9,blog_style,1,0,-1
192,9,academic_style,1,0,-1
193,9,journalistic_style,1,0,-1
193,9,blog_style,1,0,-1
193,9,academic_style,1,0,-1
194,9,journalistic_style,1,0,-1
194,9,blog_style,1,1,0
194,9,academic_style,1,1,0
195,9,journalistic_style,1,0,-1
195,9,blog_style,1,0,-1
195,9,academic_style,1,0,-1
196,9,journalistic_style,1,1,0
196,9,blog_style,1,1,0
196,9,academic_style,1,1,0
197,9,journalistic_style,1,1,0
197,9,blog_style,1,0,-1
197,9,academic_style,1,1,0
198,9,journalistic_style,1,0,-1
198,9,blog_style,1,0,-1
198,9,academic_style,1,0,-1
199,9,journalistic_style,1,1,0
199,9,blog_style,1,1,0
199,9,academic_style,1,0,-1
