text_id,constant_delta,delta_variance,delta_entropy,num_transformations
51,False,0.24888888888888885,0.6909233093138181,15
52,False,0.1955555555555556,0.5799151714181009,15
53,False,0.16000000000000006,0.5004024235381879,15
54,False,0.16000000000000006,0.5004024235381879,15
55,False,0.06222222222222224,0.24493002679463532,15
56,False,0.22222222222222227,0.6365141682948128,15
57,False,0.16000000000000006,0.5004024235381879,15
58,False,0.11555555555555556,0.39267446722755217,15
59,False,0.11555555555555556,0.39267446722755217,15
60,False,0.19555555555555557,0.5799151714181009,15
61,False,0.1955555555555556,0.5799151714181009,15
62,False,0.16000000000000003,0.5004024235381879,15
63,False,0.22222222222222227,0.6365141682948128,15
64,True,0.0,0.0,15
65,True,0.0,0.0,15
66,False,0.19555555555555554,0.5799151714181009,15
67,False,0.22222222222222227,0.6365141682948128,15
68,False,0.11555555555555554,0.39267446722755217,15
69,False,0.16000000000000006,0.5004024235381879,15
70,True,0.0,0.0,15
71,False,0.24888888888888885,0.6909233093138181,15
72,False,0.24888888888888885,0.6909233093138181,15
73,False,0.11555555555555554,0.39267446722755217,15
74,False,0.06222222222222224,0.24493002679463532,15
75,False,0.24000000000000002,0.6730116670092565,15
76,False,0.24888888888888885,0.6909233093138181,15
77,True,0.0,0.0,15
78,False,0.24888888888888885,0.6909233093138181,15
79,False,0.1955555555555556,0.5799151714181009,15
80,False,0.11555555555555556,0.39267446722755217,15
81,False,0.24000000000000002,0.6730116670092565,15
82,False,0.22222222222222227,0.6365141682948128,15
83,False,0.22222222222222227,0.6365141682948128,15
84,False,0.22222222222222227,0.6365141682948128,15
85,False,0.06222222222222224,0.24493002679463532,15
86,False,0.06222222222222224,0.24493002679463532,15
87,False,0.11555555555555554,0.39267446722755217,15
88,False,0.22222222222222227,0.6365141682948128,15
89,False,0.24000000000000002,0.6730116670092565,15
90,False,0.1955555555555556,0.5799151714181009,15
91,False,0.16000000000000006,0.5004024235381879,15
92,False,0.1955555555555556,0.5799151714181009,15
93,False,0.24888888888888885,0.6909233093138181,15
94,False,0.1955555555555556,0.5799151714181009,15
95,False,0.11555555555555554,0.39267446722755217,15
96,False,0.22222222222222227,0.6365141682948128,15
97,True,0.0,0.0,15
98,False,0.16000000000000003,0.5004024235381879,15
99,False,0.16000000000000006,0.5004024235381879,15
100,False,0.24000000000000005,0.6730116670092565,15
101,False,0.19555555555555557,0.5799151714181009,15
102,False,0.06222222222222224,0.24493002679463532,15
103,False,0.24000000000000005,0.6730116670092565,15
104,False,0.24888888888888885,0.6909233093138181,15
105,False,0.16000000000000006,0.5004024235381879,15
106,False,0.24888888888888885,0.6909233093138181,15
107,True,0.0,0.0,15
108,False,0.1955555555555556,0.5799151714181009,15
109,False,0.11555555555555554,0.39267446722755217,15
110,False,0.06222222222222223,0.24493002679463532,15
111,False,0.22222222222222227,0.6365141682948128,15
112,False,0.1955555555555556,0.5799151714181009,15
113,False,0.24000000000000002,0.6730116670092565,15
114,False,0.22222222222222227,0.6365141682948128,15
115,False,0.19555555555555554,0.5799151714181009,15
116,False,0.24888888888888888,0.6909233093138181,15
117,False,0.11555555555555554,0.39267446722755217,15
118,False,0.06222222222222224,0.24493002679463532,15
119,False,0.24000000000000002,0.6730116670092565,15
120,False,0.22222222222222227,0.6365141682948128,15
121,False,0.22222222222222224,0.6365141682948128,15
122,False,0.11555555555555555,0.39267446722755217,15
123,False,0.22222222222222227,0.6365141682948128,15
124,False,0.16000000000000003,0.5004024235381879,15
125,False,0.16000000000000003,0.5004024235381879,15
126,False,0.22222222222222224,0.6365141682948128,15
127,False,0.11555555555555551,0.39267446722755217,15
128,False,0.06222222222222223,0.24493002679463532,15
129,False,0.2222222222222223,0.6365141682948128,15
130,False,0.11555555555555556,0.39267446722755217,15
131,False,0.24000000000000005,0.6730116670092565,15
132,False,0.22222222222222227,0.6365141682948128,15
133,False,0.1955555555555556,0.5799151714181009,15
134,False,0.24888888888888885,0.6909233093138181,15
135,False,0.24000000000000005,0.6730116670092565,15
136,False,0.24000000000000007,0.6730116670092565,15
137,False,0.24000000000000005,0.6730116670092565,15
138,False,0.11555555555555556,0.39267446722755217,15
139,False,0.22222222222222227,0.6365141682948128,15
140,False,0.24000000000000002,0.6730116670092565,15
141,False,0.2222222222222223,0.6365141682948128,15
142,False,0.24888888888888885,0.6909233093138181,15
143,False,0.19555555555555554,0.5799151714181009,15
144,False,0.06222222222222224,0.24493002679463532,15
145,False,0.1955555555555556,0.5799151714181009,15
146,False,0.11555555555555556,0.39267446722755217,15
147,False,0.16000000000000003,0.5004024235381879,15
148,False,0.24888888888888885,0.6909233093138181,15
149,False,0.11555555555555555,0.39267446722755217,15
150,True,0.0,0.0,15
151,False,0.11555555555555555,0.39267446722755217,15
152,True,0.0,0.0,15
153,False,0.19555555555555557,0.5799151714181009,15
154,False,0.11555555555555551,0.39267446722755217,15
155,False,0.1955555555555555,0.5799151714181009,15
156,False,0.24000000000000002,0.6730116670092565,15
157,False,0.06222222222222224,0.24493002679463532,15
158,False,0.06222222222222224,0.24493002679463532,15
159,False,0.22222222222222227,0.6365141682948128,15
160,False,0.22222222222222227,0.6365141682948128,15
161,False,0.24888888888888885,0.6909233093138181,15
162,False,0.24000000000000007,0.6730116670092565,15
163,False,0.22222222222222227,0.6365141682948128,15
164,False,0.24888888888888885,0.6909233093138181,15
165,False,0.16000000000000006,0.5004024235381879,15
166,False,0.24888888888888885,0.6909233093138181,15
167,False,0.16000000000000003,0.5004024235381879,15
168,False,0.1955555555555556,0.5799151714181009,15
169,False,0.2222222222222223,0.6365141682948128,15
170,False,0.24000000000000005,0.6730116670092565,15
171,False,0.11555555555555556,0.39267446722755217,15
172,False,0.1955555555555556,0.5799151714181009,15
173,False,0.24888888888888888,0.6909233093138181,15
174,False,0.16000000000000006,0.5004024235381879,15
175,False,0.22222222222222227,0.6365141682948128,15
176,False,0.1955555555555556,0.5799151714181009,15
177,False,0.24000000000000002,0.6730116670092565,15
178,False,0.24000000000000002,0.6730116670092565,15
179,False,0.24888888888888885,0.6909233093138181,15
180,False,0.22222222222222227,0.6365141682948128,15
181,False,0.24000000000000002,0.6730116670092565,15
182,False,0.11555555555555554,0.39267446722755217,15
183,False,0.1955555555555556,0.5799151714181009,15
184,False,0.1955555555555556,0.5799151714181009,15
185,False,0.22222222222222227,0.6365141682948128,15
186,False,0.06222222222222224,0.24493002679463532,15
187,False,0.24888888888888885,0.6909233093138181,15
188,False,0.24000000000000002,0.6730116670092565,15
189,False,0.1955555555555556,0.5799151714181009,15
190,False,0.24888888888888888,0.6909233093138181,15
191,False,0.22222222222222224,0.6365141682948128,15
192,False,0.11555555555555551,0.39267446722755217,15
193,False,0.16000000000000006,0.5004024235381879,15
194,False,0.24000000000000007,0.6730116670092565,15
195,False,0.16000000000000003,0.5004024235381879,15
196,False,0.24000000000000002,0.6730116670092565,15
197,False,0.24000000000000005,0.6730116670092565,15
198,False,0.06222222222222223,0.24493002679463532,15
199,False,0.22222222222222227,0.6365141682948128,15
