text,label,score
"Dear,Mr Senator My name is PROPER_NAME, and I am writing to you to say why we should keep the elctoral college. What do you think, should we keep the electoral college? wirte me back and tell me what you think. but any way these are my three reason on why we should keep the electoral college. My first reason is on why we should keep the electoral college is because, there is a reason on why it is there in the first place. Im not that smart but im pretty sure the founding fathers knew what they were doing when they started the electoral college. it is there because it helps pick who is president and vice president. I mean sure we do help by voting but there job is to pick the best one, by compareing statistics. My second reason for why we should keep the electoral college is because the people arent always right. Yes i said that the people arent always right, take for instance the George Bush we messed up big time by electing him, look what happened to the economy, but that is what we get by letting the peple pick. Im not saying that we dont know how to make a right descion but can we please let the professionals do what they do best. My third and final reason is that they do elect fairly the bigger thye state you have the mor represenatives you recive, states like California,texas,wyoming,ect which means the bigger the state the more people sre going to live in that stae which would also mean that you would have more represenatives. i know that your saying how is that fair if just because you a bigger state you get more represenatives? well as i said in the last sentace it is because of population. because of population to even out the votes you would have to have more represenatives. Those were my top three reasons on why we should keep the electoral college. I hop that you agree with my reasons on why we should keep the electoral college. Yours truley PROPER_NAME (ps write me back and let me know your thoughts on why or why not we shold keep the electoral college",0,0.7436314225196838
"Lukes point of view is that Luke likes the Seagoing Cowboys program. Luke could convince others to partipate in the Seagoing Cowboys program by telling others how much fun he had, and all the things that he's seen on his trip there and back, also he could tell them how long it took him to get to the Seagoing Cowboys program, and how long it took to get back. Luke was happy because he turned 18 before arriving in greece, which meant he could be drafted for military service, and what he did for his service was was draft board learned that was on cattle-boat trip,they told Luke that he should just keep doing that for his service. It took Luke about two weeks to cross the Atlantic Ocean from the eastern coast of the United States, and a month to get to china, and what kept look busy was caring for the animals,the animals had to be fed and watered, two or three times a day, Luke had to pull bales of hay, and bags of oats, and the stalls had to be cleaned. On Lukes second trip, Luke served as night as watchman, his job was to check on all the animals every hour,and one rainy night after Luke making his hourly report to the captain, he slid down a slippery ladder on his backside, Lukes heart raced as he shot feet first toward an opening on his side or the ship, and a strip of metal along the edge of the ship stopped his slied,keeping him from flying overboard in to the dark Atlantic, he was happy alive, but he couldn't work for a couple of days because he cracked his ribs.So Lukes trip was good and bad, but atleast Luke made it home safe and sound.",0,0.8447204828262329
"People always imagine the future with flying cars, robots as servents, and everything white. Similar to this idea, car manufactring companies are coming up with driverless cars. This is an idea where you dont have to have a driver in the car. The car drives all by itself to your destination. Most people would think that this is an amazing thing to accomplish/build. People are thinking so much about the poitives of this idea, that they are not thinking of the negatives. So many things to think about. Would if you got in an accident? would you blame the driver or the manufacturer?, not to mention that the cost of making these cars would be outrageous!, and if we had these cars, people would be so dependent on them and they would be so independent as a person. Imagine yourself just crusing along in your car and your relaxing because the car is driving itslef. All of a sudden you get in a car crash! someone id badly injured. you get out of the car to talk to the peson about your insurance an everything. Who do you think they would blame for the car crash and the accident? the driver or the manufacturer? ""Still, even if traffic laws change, new laws will be needed in order to cover liability in the case of an accident. If the technology fails and someone is injured, who is at fault--the driver or the manufacturer?"" This quote indicates that there are a lot of thing that would need to change if we actually made this car, including car insurance. You never know what could happen with a car like this. Its just safer to driveon your own, than to put your life in the hands of a driveless car that has the potential of hurting not only you, but other people as well. has anone even realized how the car will be built? People think that this car is just going to be made plain and simple. Thats not the case. These cars are going to be expensive to make. Its not like they are only going to make one driverless car, they are going to make hundreds of thouands of them. And they are going to be very very expensive to make.The tax money that we all pay would probably go to making these cars instead of something important like filling potholes, or making better streets. Our hard earned money would go to this instead of something that we are in dire need of. It would be a waste of our money. We as people would be so independent if we had this car because we would rely on it to take us to all the places that we need to go. We would be so independent because we wouldnt know the city of country like we did before the driverless car came out. Its almost like we wouldnt know where we live anymore. We would probably forget how to drive and everything. Overall i think that this is just a bad idea because we have a lot of problems in this world and this does not have to be one of them.",0,0.8664556741714478
"The author does not support their idea of Venus being a planet worth exploring despite the risk and dangers very well. There are examples or facts that the author provides to the reader that are sometimes insignifigant to the point. The author also provides information that is very detrimental to their claim and only makes their aruement weaker. The reason why the information is detrimental is because the author fails to give any counter arguement that would be convincing enough to to at least have the reader understand their side. To start, in the third paragraph the author list many reasons why Venus is difficult to explore and ather information on. Later in the fourth paragraph the author talks about how enthusiastic scientist are to explore the planet and how it may have been like Earth at some point. If the author were to reorganize the fourth paragraph giving the teorey that Venus was once like Earth and then going on to give the inputs of scientist it would have made more sense going into the fifth paragraph. In paragraph five the author writes about how NASA has ideas on how scientist can observe Venus without entering its toxic and dangerous enviornment. The author also explains the conditions the scientist would be under if they were to make this idea a reality and said conditions would make any who oppose this idea less open to the thought than they already are, which is not the point of the article. In paragraph six the author talks about how while scientist could observe Venus if they were to go through with the plan NASA has it would ultimatly be for nothing as scientist would have no way to gather information worth sending back. The author does have points that support the claim but said points were either useless to the overall idea or were organized in a poor manner. The author also provides arguements that counter their claim and says nothing to counter those arguements back. The author also talks about human exploratiom in the article but it essientially amounts to nothing. The reason why is because the author later goes on to talk about machines on the planet itself making most of the information provided before hand obselete. If the author left most of the article out the claim may have actually been supported well although the information provided woul have been lackluster.",0,0.7480680346488953
"Dear Principle, I think that students should have the right to have at least a C average because some of them may be having troubles at home. This could also meant that your star spiker or running back or anything could be out of the game and you do not want that. It could affect the lives of many people and their children and that would not be good at all. If students were only allowed to have B averages then this means that they would have to study a lot more and this can lead to a lack in sports efforts and or result in the loss of not being able to play the game that they like. If students are looking to get a football scholarship or even just a sports scholarship then yes they have to get good grades of course but what if they are always at practice and they never have time then to review for tests and or quizzes and the fail them then this means they cannot play. You should not take the player from the game because it is not fair. If Brett Farve, or even Eli Manning got bad grades then of course he could not play but this does not mean that he tried very hard to at least keep his grades up. This may result in smarter students but this then may mean that the sports teams may be bad because they spend all of their time on school, and trying to get better grades. Also no principle wants to have or represent a school that has a bad athletic ability and or team. it is not fair to the students who may not just be smart enough to comprehend what the are learning. If they can at least keep a C average I think things would still be good, and they could still have decent grades and still play their favorite sports. Without sports students may fail even more miserably because they know that they cannot play because of their grades. B averages of course could also help them. It just depends on the player and their ability's to learn in the classroom and on the court or the field. Without sports the school would have nothing fun to do for activities and it would just be boring for students and they may even hate the school even more than they do already, or they may switch to a school that has a C average and you could and may lose many students because of this new rule. Sports can play a big role in students lives because some of them may want to become professional. If they do become professional with all C averages then their grade does not really even matter anymore. All they are going to do is play that sport and their is no need for them to have to know anything besides what's going in the game and what to do in the game to be successful. There is also no pint in changing the grade letter for passing from B to C. Almost all schools or a majority of them have it so you at least have to have a C to pass because not all kids are smart and or have a good comprehension or learning ability. Like I said before in the top few paragraphs. America is a place that needs to be equal everywhere and I think that the letter grade should stay where it is and it should be made a state law because it has been this way for awhile and lots of students and parents and guardians may think that this is not fair. This is my view on the whole grades subject being changed. You do not want to break the heart of your students and it may affect you long term. If they come professional than they could be thankful for having all C averages and or better grades. You could be known around also it could fill your heart with happiness knowing that you helped a younger kid that is your student. Sincerely, The Editor",0,0.8393063545227051
"It has been estimated that during summer break, roughly 75 percent of students fail to retain critical information for their next year's classes. This is quite detrimental to a student's overall education, considering time will have to be spent relearning old information instead of new material. Because of this, some schools require students to complete summer projects, with the goal of keeping students learning even during their break. These summer projects should be created by teachers, enhancing the concept that authority plays a role in maintaining steady educational progress. Teachers are far more familiar with the curriculum than students. Teachers have spent years in the education system and know best how to prepare students for success in that environment. Teachers will on average spend four to five years attaining a degree in education, and will then spend the majority of their working years in the school system. Having spent so much time in and around the school system, they will have become incredibly familiar with the curriculum. This inherently generates an unparalleled level of experience with the material which teachers can effectively utilize to create projects that will better fit the education of their students. Teachers are more suited to designing projects that will relate to the next year's material. The majority of students do not know exactly what to expect heading into their next year of education. Specifically, one may know that they are taking calculus next year, but they will not know the level of importance past information holds in the upcoming class. Teachers, who have been dealing with the material surrounding their class for years, know all that which is relevant to the class, and how to design a project that will suit the necessary concepts. Because of the fact that teachers have spent so much time around the curriculum, by nature they will create projects which are far more effective in helping students retain or even learn new information during the summer break. Some believe that students should be the ones to design their summer assignments; however, this belief is faulty. Humans, and students especially, tend to live by the motto, ""Work smarter, not harder."" If given free reign or even partial credit in designing a summer project, the final product will be something so elementary that the students might as well have done nothing at all. Consider how students more often than not take advantage of late work deadlines, then think of how that might translate into the creation of a summer project. A summer project is not to be taken lightly, the whole point for its existence is to retain and potentially improve upon information learned last which will be critical for next year. Students will naturally take the easy way out on a summer project, and need an authority figure, namely a teacher, who is experienced enough in the curriculum to create a project for them. Teachers have an unrivaled level of experience in creating projects. A teacher's whole day is concerned with illustrating new concepts and ideas, and figuring out creative ways to demonstrate them. Teachers will on average create about 80-100 different lessons, tests, study guides, and projects. Through all of this they will obtain vital information on how to structure these assignments in ways that will effectively stimulate the students learning. With all the experience a teacher gains from having created so many projects before, they will be able to create an excellent summer project that will keep their students in good shape for their upcoming classes. Teachers are far better suited to creating summer assignments because of the need for authority in educational success. In all the aforementioned reasoning, one thing has remained clear, that teachers, the older and more experienced party, are unquestionably better suited to designing summer projects. Subordinate students will naturally create easy assignments that would minimize the required effort, especially since the project is to be completed over the summer break. Teachers; however, wouldn't necessarily create needlessly arduous projects, simply ones that would require the students to think on a high level. The necessity of an authority figure in education is paramount, and the importance of the teacher in designing summer projects is just an extension of that concept.",0,0.8393352031707764
"Ever since cell phones became popular in the late 1990's, in America, they have evolved from being simple mobile dialing and answering machines to basically mini computers that allow humans to now do a multitude of things like surf the internet and bank online to name a few. Unfortunately, in rent years humans have used cell phones to answer and receive calls, text and surf the Internet. As a result, cell phones have caused automobile accidents which have unfortunately led to deaths. In my opinion, drives should not be able to use cell phones if they are held in ones hand, however, they should be allowed to use cell phones in ""hands free"" mode as follows while operating a vehicle: 1. to talk and/or talk text via Bluetooth, 2. to use maps and/or a navigation system and 3. for entertainment purposes such as listening to music and the ability to watch movies, especially during cross county travel. Talking and texting while driving has become a ""hot topic"" in recent years mainly because of more and more humans using cell phones on a daily basis and the rise in traffic accidents due to talking and/or texting. I will agree that drivers can get distracted while talking on the cell phone while using their hands. I will also agree that drivers can get distracted by using their hands to text because the driver is constantly looking up and down which results in loss of concentration and attention to other drivers and to the road. However, a solution to the problem would be to mandate that all drives must use ""hands free"" mode via Bluetooth or you will be in violation of the law and can get a traffic ticket if seen using your hands. Before the cell phone, humans used actual paper maps to navigate the world. Until the early 2000's when cell phones came with satellite navigation via Goggle maps, software and apps such as MapQuest and Waze which allow the driver to get directions to their destinations via the cell phone. Navigation systems usually speak to the driver via the sound system in the vehicle which allow the driver to not use their hands. However, there are times that drivers use their hands to see the maps, therefore resulting in a traffic accidents. A solution to this issue would be to require all drivers to use the ""hands free"" mode while using navigation systems. The Internet has allowed for cell phones to have the ability to play radio stations from all over the country and not just local radio stations. The Internet has also allowed for humans to download their favorite music to their cell phones which they can then listen to the music via the phone. The Internet has also given humans the ability to watch television and movies via the cell phone by using apps such as YouTube and Netflix. Music has probably least likely to cause drivers to get distracted. However, movies have most likely caused traffic accidents because the driver looks up and down at the screen losing concentration while driving. A solution to this problem would be that the driver can only listen to music while driving and only the passengers can watch movies while the driver is driving, which are all ""hands free"" solutions. In conclusion, it is my opinion that drivers should be able to use cell phones in the capacity of ""hands free"" mode while operation a vehicle. The actual cell phone device is really not the issue that causes traffic accidents, it is basically the user lacking concentration, not paying attention and not using hands free mode that causes traffic accidents. Although humans will still get into traffic accidents while using ""hands free"" mode while operation a vehicle, it will most certainly cut down the number of accidents in the United States and around the world.",0,0.6207966804504395
"Author claim that people should study more about Venus by conduct a mission despite the risks. It may expand the very edges of imagination and innovation, and for human curiosity. However, the author makes a fabulous statements by explain the Venus, talk about the missions that scientists are seeking, and pursuade the readers. At first, in the beggining of the passage, he made a explanation of the Venus by comparing to the Earth. He first explain that Venus and Earth are similar in terms of density, size, and distance. Then he states that there are thick atmosphere of almost 97 percent carbon dioxide blankets in Venus, and their temperature and pressure is really high compared to Earth. This information that author gives us is great because readers can get backgroung information that can understand the missions and their risks that author will going to explain in the later passage. Second, he talks about the mission and their pros and cons. First, He says that NASA is seeking for sending humans to study Venus, but it has difficulities. However, author says that it's avoidable. For example, temperatures in Venus is very high, but their air pressure is close to that of sea level on Earth, so it's survivable for humans. This supports the idea clearly that readers can know it's possible to travel to Venus. Finally, author pursuades the readers. It's valuable to meet the challenge to send humans to Venus. Peering safely at Venus from ship can't collect anything. We need to conduct a mission to take samples of rock, gas, or anything else. As you can see, author is pursuading the readers that Venus is a worthy pursuit despite the dangers. It seems it's not enough to pursuade the people and he can be more emotionally. Overall, his statement and how he supports that idea is really clear for the readers and it is settled. It own a risks, but conducting a mission to go to Venus is possible, and valuable for the humans.",0,0.8736963868141174
"Many of us are eager to become successful people. However, many successful people did not magically succeed one day. They all took a risk of being a failure or overcame the struggles. Therefore, I agree that successful people try new things and take risks. 

For example, Bill Gates, one of the most successful businessmen in the world, did not even graduate from the university. His great invention, Windows was nothing but a program with simple design at that time. His courage and plan, however, was not simple nor easy at all. As if he needed to prove that he is a talented businessman, he had to visit numerous numbers of people to pursuade them that his invention is amusing. 

Additionally, Bill Gates did not always succeed. His business went through several hard times. His business went through several trials because people were jealous of him all the time. Once, he had to leave the company for dominating the market. This is very absurd in my opinion because if running the business really well is a problematic, how come many people are trying so hard to become a successful business man? 

Gate's another great invention, XBOX, shows another example. At that time, the future of XBOX was very unclear. The market was already being dominated by SONY's Playstation II. Plus, if XBOX had failed to success in the market, that would have been another life time crisis for BIll Gates. Bill Gates took the risk of selling ungaurenteed product to the market and thanks to his idea, XBOX almost dominated the market in the North America. Now, consumers can enjoy different kinds of machines.

To conclude, successful people cannot success without taking a risk of being a failure. However, it is not the luck or fortune that makes the sucessful person. It is the courage and careful plan that creates one succesful person. Hardly anyone seems to realize this and often blame God for not having enough luck!",0,0.9127604365348816
"The driverless cars seem to be a big topic right now. They are yet another example of how our world is changing. 150 years ago we didn't even have cars, and now we have cars that almost drive themselves. This is a giant leap for us. It astonishes me to think that not that long ago people had to walk or ride a horse to get somewhere. This seems like the best invention ever, right? Like any new invention though, the driverless cars have their pros and cons. Driverless cars could change the world. There's so much having driverless cars could do for us. It would allow for a lot safer driving conditions. A majority of accidents are said to happen because of distractions, These distractions include things going on in the car, outside the car, and inside your head. Emotions tend to have a huge influence on how we drive. With driverless cars you eliminate a lot of the multitasking that goes along with attempting to drive and deal with these distractions. With driverless cars you would only have to grab the wheel and take over in complicated situations the car can't handle. The car would do most of the driving for you, which lessons the likely hood of you having an accident because of the distractions. Having driverless cars would give just about anyone the ability to drive. Driverless cars would allow for a lot easier way for transportation. You just hop in the car, program the gps, and hang on for the ride. With all these pros to having driverless cars people might not notice the cons of these cars. The driverless cars will eliminate a lot of accidents that occur everyday, but it could also give rise to a whole new set of issues. According to the article, ""safety is best achieved with alert drivers."" The article also tells us, ""traffic laws were written with the assumption that the only safe car has a human driver in control at all times."" So when an accident occurs, who takes the blame? Is it the manufacturer who programmed the car? Or is it the driver who let the accident happen? After considering the pros and cons of this car it's easy for me to see that this car is a terrific idea. Yes, we are looking at a lot of issues with seeing who's at fault in the result of an accident. However, if we could work it out and develop some guidelines for who's at fault during an accident we'd be looking at one of the world's greatest inventions. In conclusion, I stand behind the driverless cars. I believe that the pros out weigh the cons in this situation. If we just figure out a system for deciding who's at fault in an accident, then we have a something could change the world of transportation.",0,0.7954545617103577
